pkmn_id|name|stat|effort|transformar_datetime
340|attack|78|0|2024-08-17 12:10:02.328438
340|defense|73|0|2024-08-17 12:10:02.328438
340|special-attack|76|0|2024-08-17 12:10:02.328438
340|special-defense|71|0|2024-08-17 12:10:02.328438
340|speed|60|0|2024-08-17 12:10:02.328438
341|hp|43|0|2024-08-17 12:10:02.328438
341|attack|80|1|2024-08-17 12:10:02.328438
341|defense|65|0|2024-08-17 12:10:02.328438
341|special-attack|50|0|2024-08-17 12:10:02.328438
341|special-defense|35|0|2024-08-17 12:10:02.328438
341|speed|35|0|2024-08-17 12:10:02.328438
342|hp|63|0|2024-08-17 12:10:02.328438
342|attack|120|2|2024-08-17 12:10:02.328438
342|defense|85|0|2024-08-17 12:10:02.328438
342|special-attack|90|0|2024-08-17 12:10:02.328438
342|special-defense|55|0|2024-08-17 12:10:02.328438
342|speed|55|0|2024-08-17 12:10:02.328438
343|hp|40|0|2024-08-17 12:10:02.328438
343|attack|40|0|2024-08-17 12:10:02.328438
343|defense|55|0|2024-08-17 12:10:02.328438
343|special-attack|40|0|2024-08-17 12:10:02.328438
343|special-defense|70|1|2024-08-17 12:10:02.328438
343|speed|55|0|2024-08-17 12:10:02.328438
344|hp|60|0|2024-08-17 12:10:02.328438
344|attack|70|0|2024-08-17 12:10:02.328438
344|defense|105|0|2024-08-17 12:10:02.328438
344|special-attack|70|0|2024-08-17 12:10:02.328438
344|special-defense|120|2|2024-08-17 12:10:02.328438
344|speed|75|0|2024-08-17 12:10:02.328438
345|hp|66|0|2024-08-17 12:10:02.328438
345|attack|41|0|2024-08-17 12:10:02.328438
345|defense|77|0|2024-08-17 12:10:02.328438
345|special-attack|61|0|2024-08-17 12:10:02.328438
345|special-defense|87|1|2024-08-17 12:10:02.328438
345|speed|23|0|2024-08-17 12:10:02.328438
346|hp|86|0|2024-08-17 12:10:02.328438
346|attack|81|0|2024-08-17 12:10:02.328438
346|defense|97|0|2024-08-17 12:10:02.328438
346|special-attack|81|0|2024-08-17 12:10:02.328438
346|special-defense|107|2|2024-08-17 12:10:02.328438
346|speed|43|0|2024-08-17 12:10:02.328438
347|hp|45|0|2024-08-17 12:10:02.328438
347|attack|95|1|2024-08-17 12:10:02.328438
347|defense|50|0|2024-08-17 12:10:02.328438
347|special-attack|40|0|2024-08-17 12:10:02.328438
347|special-defense|50|0|2024-08-17 12:10:02.328438
347|speed|75|0|2024-08-17 12:10:02.328438
348|hp|75|0|2024-08-17 12:10:02.328438
348|attack|125|2|2024-08-17 12:10:02.328438
348|defense|100|0|2024-08-17 12:10:02.328438
348|special-attack|70|0|2024-08-17 12:10:02.328438
348|special-defense|80|0|2024-08-17 12:10:02.328438
348|speed|45|0|2024-08-17 12:10:02.328438
349|hp|20|0|2024-08-17 12:10:02.328438
349|attack|15|0|2024-08-17 12:10:02.328438
349|defense|20|0|2024-08-17 12:10:02.328438
349|special-attack|10|0|2024-08-17 12:10:02.328438
349|special-defense|55|0|2024-08-17 12:10:02.328438
349|speed|80|1|2024-08-17 12:10:02.328438
350|hp|95|0|2024-08-17 12:10:02.328438
350|attack|60|0|2024-08-17 12:10:02.328438
350|defense|79|0|2024-08-17 12:10:02.328438
350|special-attack|100|0|2024-08-17 12:10:02.328438
350|special-defense|125|2|2024-08-17 12:10:02.328438
350|speed|81|0|2024-08-17 12:10:02.328438
351|hp|70|1|2024-08-17 12:10:02.328438
351|attack|70|0|2024-08-17 12:10:02.328438
351|defense|70|0|2024-08-17 12:10:02.328438
351|special-attack|70|0|2024-08-17 12:10:02.328438
351|special-defense|70|0|2024-08-17 12:10:02.328438
351|speed|70|0|2024-08-17 12:10:02.328438
352|hp|60|0|2024-08-17 12:10:02.328438
352|attack|90|0|2024-08-17 12:10:02.328438
352|defense|70|0|2024-08-17 12:10:02.328438
352|special-attack|60|0|2024-08-17 12:10:02.328438
352|special-defense|120|1|2024-08-17 12:10:02.328438
352|speed|40|0|2024-08-17 12:10:02.328438
353|hp|44|0|2024-08-17 12:10:02.328438
353|attack|75|1|2024-08-17 12:10:02.328438
353|defense|35|0|2024-08-17 12:10:02.328438
353|special-attack|63|0|2024-08-17 12:10:02.328438
353|special-defense|33|0|2024-08-17 12:10:02.328438
353|speed|45|0|2024-08-17 12:10:02.328438
354|hp|64|0|2024-08-17 12:10:02.328438
354|attack|115|2|2024-08-17 12:10:02.328438
354|defense|65|0|2024-08-17 12:10:02.328438
354|special-attack|83|0|2024-08-17 12:10:02.328438
354|special-defense|63|0|2024-08-17 12:10:02.328438
354|speed|65|0|2024-08-17 12:10:02.328438
355|hp|20|0|2024-08-17 12:10:02.328438
355|attack|40|0|2024-08-17 12:10:02.328438
355|defense|90|0|2024-08-17 12:10:02.328438
355|special-attack|30|0|2024-08-17 12:10:02.328438
355|special-defense|90|1|2024-08-17 12:10:02.328438
355|speed|25|0|2024-08-17 12:10:02.328438
356|hp|40|0|2024-08-17 12:10:02.328438
356|attack|70|0|2024-08-17 12:10:02.328438
356|defense|130|1|2024-08-17 12:10:02.328438
356|special-attack|60|0|2024-08-17 12:10:02.328438
356|special-defense|130|1|2024-08-17 12:10:02.328438
356|speed|25|0|2024-08-17 12:10:02.328438
357|hp|99|2|2024-08-17 12:10:02.328438
357|attack|68|0|2024-08-17 12:10:02.328438
357|defense|83|0|2024-08-17 12:10:02.328438
357|special-attack|72|0|2024-08-17 12:10:02.328438
357|special-defense|87|0|2024-08-17 12:10:02.328438
357|speed|51|0|2024-08-17 12:10:02.328438
358|hp|75|0|2024-08-17 12:10:02.328438
358|attack|50|0|2024-08-17 12:10:02.328438
358|defense|80|0|2024-08-17 12:10:02.328438
358|special-attack|95|1|2024-08-17 12:10:02.328438
358|special-defense|90|1|2024-08-17 12:10:02.328438
358|speed|65|0|2024-08-17 12:10:02.328438
359|hp|65|0|2024-08-17 12:10:02.328438
359|attack|130|2|2024-08-17 12:10:02.328438
359|defense|60|0|2024-08-17 12:10:02.328438
359|special-attack|75|0|2024-08-17 12:10:02.328438
359|special-defense|60|0|2024-08-17 12:10:02.328438
359|speed|75|0|2024-08-17 12:10:02.328438
360|hp|95|1|2024-08-17 12:10:02.328438
360|attack|23|0|2024-08-17 12:10:02.328438
360|defense|48|0|2024-08-17 12:10:02.328438
360|special-attack|23|0|2024-08-17 12:10:02.328438
360|special-defense|48|0|2024-08-17 12:10:02.328438
360|speed|23|0|2024-08-17 12:10:02.328438
361|hp|50|1|2024-08-17 12:10:02.328438
361|attack|50|0|2024-08-17 12:10:02.328438
361|defense|50|0|2024-08-17 12:10:02.328438
361|special-attack|50|0|2024-08-17 12:10:02.328438
361|special-defense|50|0|2024-08-17 12:10:02.328438
361|speed|50|0|2024-08-17 12:10:02.328438
362|hp|80|2|2024-08-17 12:10:02.328438
362|attack|80|0|2024-08-17 12:10:02.328438
362|defense|80|0|2024-08-17 12:10:02.328438
362|special-attack|80|0|2024-08-17 12:10:02.328438
362|special-defense|80|0|2024-08-17 12:10:02.328438
362|speed|80|0|2024-08-17 12:10:02.328438
363|hp|70|1|2024-08-17 12:10:02.328438
363|attack|40|0|2024-08-17 12:10:02.328438
363|defense|50|0|2024-08-17 12:10:02.328438
363|special-attack|55|0|2024-08-17 12:10:02.328438
363|special-defense|50|0|2024-08-17 12:10:02.328438
363|speed|25|0|2024-08-17 12:10:02.328438
364|hp|90|2|2024-08-17 12:10:02.328438
364|attack|60|0|2024-08-17 12:10:02.328438
364|defense|70|0|2024-08-17 12:10:02.328438
364|special-attack|75|0|2024-08-17 12:10:02.328438
364|special-defense|70|0|2024-08-17 12:10:02.328438
364|speed|45|0|2024-08-17 12:10:02.328438
365|hp|110|3|2024-08-17 12:10:02.328438
365|attack|80|0|2024-08-17 12:10:02.328438
365|defense|90|0|2024-08-17 12:10:02.328438
365|special-attack|95|0|2024-08-17 12:10:02.328438
365|special-defense|90|0|2024-08-17 12:10:02.328438
365|speed|65|0|2024-08-17 12:10:02.328438
366|hp|35|0|2024-08-17 12:10:02.328438
366|attack|64|0|2024-08-17 12:10:02.328438
366|defense|85|1|2024-08-17 12:10:02.328438
366|special-attack|74|0|2024-08-17 12:10:02.328438
366|special-defense|55|0|2024-08-17 12:10:02.328438
366|speed|32|0|2024-08-17 12:10:02.328438
367|hp|55|0|2024-08-17 12:10:02.328438
367|attack|104|1|2024-08-17 12:10:02.328438
367|defense|105|1|2024-08-17 12:10:02.328438
367|special-attack|94|0|2024-08-17 12:10:02.328438
367|special-defense|75|0|2024-08-17 12:10:02.328438
367|speed|52|0|2024-08-17 12:10:02.328438
368|hp|55|0|2024-08-17 12:10:02.328438
368|attack|84|0|2024-08-17 12:10:02.328438
368|defense|105|0|2024-08-17 12:10:02.328438
368|special-attack|114|2|2024-08-17 12:10:02.328438
368|special-defense|75|0|2024-08-17 12:10:02.328438
368|speed|52|0|2024-08-17 12:10:02.328438
369|hp|100|1|2024-08-17 12:10:02.328438
369|attack|90|0|2024-08-17 12:10:02.328438
369|defense|130|1|2024-08-17 12:10:02.328438
369|special-attack|45|0|2024-08-17 12:10:02.328438
369|special-defense|65|0|2024-08-17 12:10:02.328438
369|speed|55|0|2024-08-17 12:10:02.328438
370|hp|43|0|2024-08-17 12:10:02.328438
370|attack|30|0|2024-08-17 12:10:02.328438
370|defense|55|0|2024-08-17 12:10:02.328438
370|special-attack|40|0|2024-08-17 12:10:02.328438
370|special-defense|65|0|2024-08-17 12:10:02.328438
370|speed|97|1|2024-08-17 12:10:02.328438
371|hp|45|0|2024-08-17 12:10:02.328438
371|attack|75|1|2024-08-17 12:10:02.328438
371|defense|60|0|2024-08-17 12:10:02.328438
371|special-attack|40|0|2024-08-17 12:10:02.328438
371|special-defense|30|0|2024-08-17 12:10:02.328438
371|speed|50|0|2024-08-17 12:10:02.328438
372|hp|65|0|2024-08-17 12:10:02.328438
372|attack|95|0|2024-08-17 12:10:02.328438
372|defense|100|2|2024-08-17 12:10:02.328438
372|special-attack|60|0|2024-08-17 12:10:02.328438
372|special-defense|50|0|2024-08-17 12:10:02.328438
372|speed|50|0|2024-08-17 12:10:02.328438
373|hp|95|0|2024-08-17 12:10:02.328438
373|attack|135|3|2024-08-17 12:10:02.328438
373|defense|80|0|2024-08-17 12:10:02.328438
373|special-attack|110|0|2024-08-17 12:10:02.328438
373|special-defense|80|0|2024-08-17 12:10:02.328438
373|speed|100|0|2024-08-17 12:10:02.328438
374|hp|40|0|2024-08-17 12:10:02.328438
374|attack|55|0|2024-08-17 12:10:02.328438
374|defense|80|1|2024-08-17 12:10:02.328438
374|special-attack|35|0|2024-08-17 12:10:02.328438
374|special-defense|60|0|2024-08-17 12:10:02.328438
374|speed|30|0|2024-08-17 12:10:02.328438
375|hp|60|0|2024-08-17 12:10:02.328438
375|attack|75|0|2024-08-17 12:10:02.328438
375|defense|100|2|2024-08-17 12:10:02.328438
375|special-attack|55|0|2024-08-17 12:10:02.328438
375|special-defense|80|0|2024-08-17 12:10:02.328438
375|speed|50|0|2024-08-17 12:10:02.328438
376|hp|80|0|2024-08-17 12:10:02.328438
376|attack|135|0|2024-08-17 12:10:02.328438
376|defense|130|3|2024-08-17 12:10:02.328438
376|special-attack|95|0|2024-08-17 12:10:02.328438
376|special-defense|90|0|2024-08-17 12:10:02.328438
376|speed|70|0|2024-08-17 12:10:02.328438
377|hp|80|0|2024-08-17 12:10:02.328438
377|attack|100|0|2024-08-17 12:10:02.328438
377|defense|200|3|2024-08-17 12:10:02.328438
377|special-attack|50|0|2024-08-17 12:10:02.328438
377|special-defense|100|0|2024-08-17 12:10:02.328438
377|speed|50|0|2024-08-17 12:10:02.328438
378|hp|80|0|2024-08-17 12:10:02.328438
378|attack|50|0|2024-08-17 12:10:02.328438
378|defense|100|0|2024-08-17 12:10:02.328438
378|special-attack|100|0|2024-08-17 12:10:02.328438
378|special-defense|200|3|2024-08-17 12:10:02.328438
378|speed|50|0|2024-08-17 12:10:02.328438
379|hp|80|0|2024-08-17 12:10:02.328438
379|attack|75|0|2024-08-17 12:10:02.328438
379|defense|150|2|2024-08-17 12:10:02.328438
379|special-attack|75|0|2024-08-17 12:10:02.328438
379|special-defense|150|1|2024-08-17 12:10:02.328438
379|speed|50|0|2024-08-17 12:10:02.328438
380|hp|80|0|2024-08-17 12:10:02.328438
380|attack|80|0|2024-08-17 12:10:02.328438
380|defense|90|0|2024-08-17 12:10:02.328438
380|special-attack|110|0|2024-08-17 12:10:02.328438
380|special-defense|130|3|2024-08-17 12:10:02.328438
380|speed|110|0|2024-08-17 12:10:02.328438
381|hp|80|0|2024-08-17 12:10:02.328438
381|attack|90|0|2024-08-17 12:10:02.328438
381|defense|80|0|2024-08-17 12:10:02.328438
381|special-attack|130|3|2024-08-17 12:10:02.328438
381|special-defense|110|0|2024-08-17 12:10:02.328438
381|speed|110|0|2024-08-17 12:10:02.328438
382|hp|100|0|2024-08-17 12:10:02.328438
382|attack|100|0|2024-08-17 12:10:02.328438
382|defense|90|0|2024-08-17 12:10:02.328438
382|special-attack|150|3|2024-08-17 12:10:02.328438
382|special-defense|140|0|2024-08-17 12:10:02.328438
382|speed|90|0|2024-08-17 12:10:02.328438
383|hp|100|0|2024-08-17 12:10:02.328438
383|attack|150|3|2024-08-17 12:10:02.328438
383|defense|140|0|2024-08-17 12:10:02.328438
383|special-attack|100|0|2024-08-17 12:10:02.328438
383|special-defense|90|0|2024-08-17 12:10:02.328438
383|speed|90|0|2024-08-17 12:10:02.328438
384|hp|105|0|2024-08-17 12:10:02.328438
384|attack|150|2|2024-08-17 12:10:02.328438
384|defense|90|0|2024-08-17 12:10:02.328438
384|special-attack|150|1|2024-08-17 12:10:02.328438
384|special-defense|90|0|2024-08-17 12:10:02.328438
384|speed|95|0|2024-08-17 12:10:02.328438
385|hp|100|3|2024-08-17 12:10:02.328438
385|attack|100|0|2024-08-17 12:10:02.328438
385|defense|100|0|2024-08-17 12:10:02.328438
385|special-attack|100|0|2024-08-17 12:10:02.328438
385|special-defense|100|0|2024-08-17 12:10:02.328438
385|speed|100|0|2024-08-17 12:10:02.328438
386|hp|50|0|2024-08-17 12:10:02.328438
386|attack|150|1|2024-08-17 12:10:02.328438
386|defense|50|0|2024-08-17 12:10:02.328438
386|special-attack|150|1|2024-08-17 12:10:02.328438
386|special-defense|50|0|2024-08-17 12:10:02.328438
386|speed|150|1|2024-08-17 12:10:02.328438
387|hp|55|0|2024-08-17 12:10:02.328438
387|attack|68|1|2024-08-17 12:10:02.328438
387|defense|64|0|2024-08-17 12:10:02.328438
387|special-attack|45|0|2024-08-17 12:10:02.328438
387|special-defense|55|0|2024-08-17 12:10:02.328438
387|speed|31|0|2024-08-17 12:10:02.328438
388|hp|75|0|2024-08-17 12:10:02.328438
388|attack|89|1|2024-08-17 12:10:02.328438
388|defense|85|1|2024-08-17 12:10:02.328438
388|special-attack|55|0|2024-08-17 12:10:02.328438
388|special-defense|65|0|2024-08-17 12:10:02.328438
388|speed|36|0|2024-08-17 12:10:02.328438
389|hp|95|0|2024-08-17 12:10:02.328438
389|attack|109|2|2024-08-17 12:10:02.328438
389|defense|105|1|2024-08-17 12:10:02.328438
389|special-attack|75|0|2024-08-17 12:10:02.328438
389|special-defense|85|0|2024-08-17 12:10:02.328438
389|speed|56|0|2024-08-17 12:10:02.328438
390|hp|44|0|2024-08-17 12:10:02.328438
390|attack|58|0|2024-08-17 12:10:02.328438
390|defense|44|0|2024-08-17 12:10:02.328438
390|special-attack|58|0|2024-08-17 12:10:02.328438
390|special-defense|44|0|2024-08-17 12:10:02.328438
390|speed|61|1|2024-08-17 12:10:02.328438
391|hp|64|0|2024-08-17 12:10:02.328438
391|attack|78|0|2024-08-17 12:10:02.328438
391|defense|52|0|2024-08-17 12:10:02.328438
391|special-attack|78|1|2024-08-17 12:10:02.328438
391|special-defense|52|0|2024-08-17 12:10:02.328438
391|speed|81|1|2024-08-17 12:10:02.328438
392|hp|76|0|2024-08-17 12:10:02.328438
392|attack|104|1|2024-08-17 12:10:02.328438
392|defense|71|0|2024-08-17 12:10:02.328438
392|special-attack|104|1|2024-08-17 12:10:02.328438
392|special-defense|71|0|2024-08-17 12:10:02.328438
392|speed|108|1|2024-08-17 12:10:02.328438
393|hp|53|0|2024-08-17 12:10:02.328438
393|attack|51|0|2024-08-17 12:10:02.328438
393|defense|53|0|2024-08-17 12:10:02.328438
393|special-attack|61|1|2024-08-17 12:10:02.328438
393|special-defense|56|0|2024-08-17 12:10:02.328438
393|speed|40|0|2024-08-17 12:10:02.328438
394|hp|64|0|2024-08-17 12:10:02.328438
394|attack|66|0|2024-08-17 12:10:02.328438
394|defense|68|0|2024-08-17 12:10:02.328438
394|special-attack|81|2|2024-08-17 12:10:02.328438
394|special-defense|76|0|2024-08-17 12:10:02.328438
394|speed|50|0|2024-08-17 12:10:02.328438
395|hp|84|0|2024-08-17 12:10:02.328438
395|attack|86|0|2024-08-17 12:10:02.328438
395|defense|88|0|2024-08-17 12:10:02.328438
395|special-attack|111|3|2024-08-17 12:10:02.328438
395|special-defense|101|0|2024-08-17 12:10:02.328438
395|speed|60|0|2024-08-17 12:10:02.328438
396|hp|40|0|2024-08-17 12:10:02.328438
396|attack|55|0|2024-08-17 12:10:02.328438
396|defense|30|0|2024-08-17 12:10:02.328438
396|special-attack|30|0|2024-08-17 12:10:02.328438
396|special-defense|30|0|2024-08-17 12:10:02.328438
396|speed|60|1|2024-08-17 12:10:02.328438
397|hp|55|0|2024-08-17 12:10:02.328438
397|attack|75|0|2024-08-17 12:10:02.328438
397|defense|50|0|2024-08-17 12:10:02.328438
397|special-attack|40|0|2024-08-17 12:10:02.328438
397|special-defense|40|0|2024-08-17 12:10:02.328438
397|speed|80|2|2024-08-17 12:10:02.328438
398|hp|85|0|2024-08-17 12:10:02.328438
398|attack|120|3|2024-08-17 12:10:02.328438
398|defense|70|0|2024-08-17 12:10:02.328438
398|special-attack|50|0|2024-08-17 12:10:02.328438
398|special-defense|60|0|2024-08-17 12:10:02.328438
398|speed|100|0|2024-08-17 12:10:02.328438
399|hp|59|1|2024-08-17 12:10:02.328438
399|attack|45|0|2024-08-17 12:10:02.328438
399|defense|40|0|2024-08-17 12:10:02.328438
399|special-attack|35|0|2024-08-17 12:10:02.328438
399|special-defense|40|0|2024-08-17 12:10:02.328438
399|speed|31|0|2024-08-17 12:10:02.328438
400|hp|79|0|2024-08-17 12:10:02.328438
400|attack|85|2|2024-08-17 12:10:02.328438
400|defense|60|0|2024-08-17 12:10:02.328438
400|special-attack|55|0|2024-08-17 12:10:02.328438
400|special-defense|60|0|2024-08-17 12:10:02.328438
400|speed|71|0|2024-08-17 12:10:02.328438
401|hp|37|0|2024-08-17 12:10:02.328438
401|attack|25|0|2024-08-17 12:10:02.328438
401|defense|41|1|2024-08-17 12:10:02.328438
401|special-attack|25|0|2024-08-17 12:10:02.328438
401|special-defense|41|0|2024-08-17 12:10:02.328438
401|speed|25|0|2024-08-17 12:10:02.328438
402|hp|77|0|2024-08-17 12:10:02.328438
402|attack|85|2|2024-08-17 12:10:02.328438
402|defense|51|0|2024-08-17 12:10:02.328438
402|special-attack|55|0|2024-08-17 12:10:02.328438
402|special-defense|51|0|2024-08-17 12:10:02.328438
402|speed|65|0|2024-08-17 12:10:02.328438
403|hp|45|0|2024-08-17 12:10:02.328438
403|attack|65|1|2024-08-17 12:10:02.328438
403|defense|34|0|2024-08-17 12:10:02.328438
403|special-attack|40|0|2024-08-17 12:10:02.328438
403|special-defense|34|0|2024-08-17 12:10:02.328438
403|speed|45|0|2024-08-17 12:10:02.328438
404|hp|60|0|2024-08-17 12:10:02.328438
404|attack|85|2|2024-08-17 12:10:02.328438
404|defense|49|0|2024-08-17 12:10:02.328438
404|special-attack|60|0|2024-08-17 12:10:02.328438
404|special-defense|49|0|2024-08-17 12:10:02.328438
404|speed|60|0|2024-08-17 12:10:02.328438
405|hp|80|0|2024-08-17 12:10:02.328438
405|attack|120|3|2024-08-17 12:10:02.328438
405|defense|79|0|2024-08-17 12:10:02.328438
405|special-attack|95|0|2024-08-17 12:10:02.328438
405|special-defense|79|0|2024-08-17 12:10:02.328438
405|speed|70|0|2024-08-17 12:10:02.328438
406|hp|40|0|2024-08-17 12:10:02.328438
406|attack|30|0|2024-08-17 12:10:02.328438
406|defense|35|0|2024-08-17 12:10:02.328438
406|special-attack|50|1|2024-08-17 12:10:02.328438
406|special-defense|70|0|2024-08-17 12:10:02.328438
406|speed|55|0|2024-08-17 12:10:02.328438
407|hp|60|0|2024-08-17 12:10:02.328438
407|attack|70|0|2024-08-17 12:10:02.328438
407|defense|65|0|2024-08-17 12:10:02.328438
407|special-attack|125|3|2024-08-17 12:10:02.328438
407|special-defense|105|0|2024-08-17 12:10:02.328438
407|speed|90|0|2024-08-17 12:10:02.328438
408|hp|67|0|2024-08-17 12:10:02.328438
408|attack|125|1|2024-08-17 12:10:02.328438
408|defense|40|0|2024-08-17 12:10:02.328438
408|special-attack|30|0|2024-08-17 12:10:02.328438
408|special-defense|30|0|2024-08-17 12:10:02.328438
408|speed|58|0|2024-08-17 12:10:02.328438
409|hp|97|0|2024-08-17 12:10:02.328438
409|attack|165|2|2024-08-17 12:10:02.328438
409|defense|60|0|2024-08-17 12:10:02.328438
409|special-attack|65|0|2024-08-17 12:10:02.328438
409|special-defense|50|0|2024-08-17 12:10:02.328438
409|speed|58|0|2024-08-17 12:10:02.328438
410|hp|30|0|2024-08-17 12:10:02.328438
410|attack|42|0|2024-08-17 12:10:02.328438
410|defense|118|1|2024-08-17 12:10:02.328438
410|special-attack|42|0|2024-08-17 12:10:02.328438
410|special-defense|88|0|2024-08-17 12:10:02.328438
410|speed|30|0|2024-08-17 12:10:02.328438
411|hp|60|0|2024-08-17 12:10:02.328438
411|attack|52|0|2024-08-17 12:10:02.328438
411|defense|168|2|2024-08-17 12:10:02.328438
411|special-attack|47|0|2024-08-17 12:10:02.328438
411|special-defense|138|0|2024-08-17 12:10:02.328438
411|speed|30|0|2024-08-17 12:10:02.328438
412|hp|40|0|2024-08-17 12:10:02.328438
412|attack|29|0|2024-08-17 12:10:02.328438
412|defense|45|0|2024-08-17 12:10:02.328438
412|special-attack|29|0|2024-08-17 12:10:02.328438
412|special-defense|45|1|2024-08-17 12:10:02.328438
412|speed|36|0|2024-08-17 12:10:02.328438
413|hp|60|0|2024-08-17 12:10:02.328438
413|attack|59|0|2024-08-17 12:10:02.328438
413|defense|85|0|2024-08-17 12:10:02.328438
413|special-attack|79|0|2024-08-17 12:10:02.328438
413|special-defense|105|2|2024-08-17 12:10:02.328438
413|speed|36|0|2024-08-17 12:10:02.328438
414|hp|70|0|2024-08-17 12:10:02.328438
414|attack|94|1|2024-08-17 12:10:02.328438
414|defense|50|0|2024-08-17 12:10:02.328438
414|special-attack|94|1|2024-08-17 12:10:02.328438
414|special-defense|50|0|2024-08-17 12:10:02.328438
414|speed|66|0|2024-08-17 12:10:02.328438
415|hp|30|0|2024-08-17 12:10:02.328438
415|attack|30|0|2024-08-17 12:10:02.328438
415|defense|42|0|2024-08-17 12:10:02.328438
415|special-attack|30|0|2024-08-17 12:10:02.328438
415|special-defense|42|0|2024-08-17 12:10:02.328438
415|speed|70|1|2024-08-17 12:10:02.328438
416|hp|70|0|2024-08-17 12:10:02.328438
416|attack|80|0|2024-08-17 12:10:02.328438
416|defense|102|1|2024-08-17 12:10:02.328438
416|special-attack|80|0|2024-08-17 12:10:02.328438
416|special-defense|102|1|2024-08-17 12:10:02.328438
416|speed|40|0|2024-08-17 12:10:02.328438
417|hp|60|0|2024-08-17 12:10:02.328438
417|attack|45|0|2024-08-17 12:10:02.328438
417|defense|70|0|2024-08-17 12:10:02.328438
417|special-attack|45|0|2024-08-17 12:10:02.328438
417|special-defense|90|0|2024-08-17 12:10:02.328438
417|speed|95|1|2024-08-17 12:10:02.328438
418|hp|55|0|2024-08-17 12:10:02.328438
418|attack|65|0|2024-08-17 12:10:02.328438
418|defense|35|0|2024-08-17 12:10:02.328438
418|special-attack|60|0|2024-08-17 12:10:02.328438
418|special-defense|30|0|2024-08-17 12:10:02.328438
418|speed|85|1|2024-08-17 12:10:02.328438
419|hp|85|0|2024-08-17 12:10:02.328438
419|attack|105|0|2024-08-17 12:10:02.328438
419|defense|55|0|2024-08-17 12:10:02.328438
419|special-attack|85|0|2024-08-17 12:10:02.328438
419|special-defense|50|0|2024-08-17 12:10:02.328438
419|speed|115|2|2024-08-17 12:10:02.328438
420|hp|45|0|2024-08-17 12:10:02.328438
420|attack|35|0|2024-08-17 12:10:02.328438
420|defense|45|0|2024-08-17 12:10:02.328438
420|special-attack|62|1|2024-08-17 12:10:02.328438
420|special-defense|53|0|2024-08-17 12:10:02.328438
420|speed|35|0|2024-08-17 12:10:02.328438
421|hp|70|0|2024-08-17 12:10:02.328438
421|attack|60|0|2024-08-17 12:10:02.328438
421|defense|70|0|2024-08-17 12:10:02.328438
421|special-attack|87|2|2024-08-17 12:10:02.328438
421|special-defense|78|0|2024-08-17 12:10:02.328438
421|speed|85|0|2024-08-17 12:10:02.328438
422|hp|76|1|2024-08-17 12:10:02.328438
422|attack|48|0|2024-08-17 12:10:02.328438
422|defense|48|0|2024-08-17 12:10:02.328438
422|special-attack|57|0|2024-08-17 12:10:02.328438
422|special-defense|62|0|2024-08-17 12:10:02.328438
422|speed|34|0|2024-08-17 12:10:02.328438
423|hp|111|2|2024-08-17 12:10:02.328438
423|attack|83|0|2024-08-17 12:10:02.328438
423|defense|68|0|2024-08-17 12:10:02.328438
423|special-attack|92|0|2024-08-17 12:10:02.328438
423|special-defense|82|0|2024-08-17 12:10:02.328438
423|speed|39|0|2024-08-17 12:10:02.328438
424|hp|75|0|2024-08-17 12:10:02.328438
424|attack|100|0|2024-08-17 12:10:02.328438
424|defense|66|0|2024-08-17 12:10:02.328438
424|special-attack|60|0|2024-08-17 12:10:02.328438
424|special-defense|66|0|2024-08-17 12:10:02.328438
424|speed|115|2|2024-08-17 12:10:02.328438
425|hp|90|1|2024-08-17 12:10:02.328438
425|attack|50|0|2024-08-17 12:10:02.328438
425|defense|34|0|2024-08-17 12:10:02.328438
425|special-attack|60|0|2024-08-17 12:10:02.328438
425|special-defense|44|0|2024-08-17 12:10:02.328438
425|speed|70|0|2024-08-17 12:10:02.328438
426|hp|150|2|2024-08-17 12:10:02.328438
426|attack|80|0|2024-08-17 12:10:02.328438
426|defense|44|0|2024-08-17 12:10:02.328438
426|special-attack|90|0|2024-08-17 12:10:02.328438
426|special-defense|54|0|2024-08-17 12:10:02.328438
426|speed|80|0|2024-08-17 12:10:02.328438
427|hp|55|0|2024-08-17 12:10:02.328438
427|attack|66|0|2024-08-17 12:10:02.328438
427|defense|44|0|2024-08-17 12:10:02.328438
427|special-attack|44|0|2024-08-17 12:10:02.328438
427|special-defense|56|0|2024-08-17 12:10:02.328438
427|speed|85|1|2024-08-17 12:10:02.328438
428|hp|65|0|2024-08-17 12:10:02.328438
428|attack|76|0|2024-08-17 12:10:02.328438
428|defense|84|0|2024-08-17 12:10:02.328438
428|special-attack|54|0|2024-08-17 12:10:02.328438
428|special-defense|96|0|2024-08-17 12:10:02.328438
428|speed|105|2|2024-08-17 12:10:02.328438
429|hp|60|0|2024-08-17 12:10:02.328438
429|attack|60|0|2024-08-17 12:10:02.328438
429|defense|60|0|2024-08-17 12:10:02.328438
429|special-attack|105|1|2024-08-17 12:10:02.328438
429|special-defense|105|1|2024-08-17 12:10:02.328438
429|speed|105|0|2024-08-17 12:10:02.328438
430|hp|100|0|2024-08-17 12:10:02.328438
430|attack|125|2|2024-08-17 12:10:02.328438
430|defense|52|0|2024-08-17 12:10:02.328438
430|special-attack|105|0|2024-08-17 12:10:02.328438
430|special-defense|52|0|2024-08-17 12:10:02.328438
