pkmn_id|game_version|id_pokedex_description|transformar_datetime
127|heartgold|14209|2024-08-17 12:10:02.328438
127|soulsilver|14210|2024-08-17 12:10:02.328438
127|soulsilver|14211|2024-08-17 12:10:02.328438
127|black|14212|2024-08-17 12:10:02.328438
127|black|14213|2024-08-17 12:10:02.328438
127|white|14214|2024-08-17 12:10:02.328438
127|black-2|14215|2024-08-17 12:10:02.328438
127|white-2|14216|2024-08-17 12:10:02.328438
127|white-2|14217|2024-08-17 12:10:02.328438
127|white-2|14218|2024-08-17 12:10:02.328438
127|white-2|14219|2024-08-17 12:10:02.328438
127|white-2|14220|2024-08-17 12:10:02.328438
127|white-2|14221|2024-08-17 12:10:02.328438
127|white-2|14222|2024-08-17 12:10:02.328438
128|red|14329|2024-08-17 12:10:02.328438
128|blue|14330|2024-08-17 12:10:02.328438
128|yellow|14331|2024-08-17 12:10:02.328438
128|gold|14332|2024-08-17 12:10:02.328438
128|silver|14333|2024-08-17 12:10:02.328438
128|crystal|14334|2024-08-17 12:10:02.328438
128|ruby|14335|2024-08-17 12:10:02.328438
128|sapphire|14336|2024-08-17 12:10:02.328438
128|emerald|14337|2024-08-17 12:10:02.328438
128|firered|14338|2024-08-17 12:10:02.328438
128|leafgreen|14339|2024-08-17 12:10:02.328438
128|diamond|14340|2024-08-17 12:10:02.328438
128|pearl|14341|2024-08-17 12:10:02.328438
128|platinum|14342|2024-08-17 12:10:02.328438
128|heartgold|14343|2024-08-17 12:10:02.328438
128|soulsilver|14344|2024-08-17 12:10:02.328438
128|soulsilver|14345|2024-08-17 12:10:02.328438
128|black|14346|2024-08-17 12:10:02.328438
128|black|14347|2024-08-17 12:10:02.328438
128|white|14348|2024-08-17 12:10:02.328438
128|black-2|14349|2024-08-17 12:10:02.328438
128|white-2|14350|2024-08-17 12:10:02.328438
128|white-2|14351|2024-08-17 12:10:02.328438
128|white-2|14352|2024-08-17 12:10:02.328438
128|white-2|14353|2024-08-17 12:10:02.328438
128|white-2|14354|2024-08-17 12:10:02.328438
128|white-2|14355|2024-08-17 12:10:02.328438
128|white-2|14356|2024-08-17 12:10:02.328438
129|red|14463|2024-08-17 12:10:02.328438
129|blue|14464|2024-08-17 12:10:02.328438
129|yellow|14465|2024-08-17 12:10:02.328438
129|gold|14466|2024-08-17 12:10:02.328438
129|silver|14467|2024-08-17 12:10:02.328438
129|crystal|14468|2024-08-17 12:10:02.328438
129|ruby|14469|2024-08-17 12:10:02.328438
129|sapphire|14470|2024-08-17 12:10:02.328438
129|emerald|14471|2024-08-17 12:10:02.328438
129|firered|14472|2024-08-17 12:10:02.328438
129|leafgreen|14473|2024-08-17 12:10:02.328438
129|diamond|14474|2024-08-17 12:10:02.328438
129|pearl|14475|2024-08-17 12:10:02.328438
129|platinum|14476|2024-08-17 12:10:02.328438
129|heartgold|14477|2024-08-17 12:10:02.328438
129|soulsilver|14478|2024-08-17 12:10:02.328438
129|soulsilver|14479|2024-08-17 12:10:02.328438
129|black|14480|2024-08-17 12:10:02.328438
129|black|14481|2024-08-17 12:10:02.328438
129|white|14482|2024-08-17 12:10:02.328438
129|black-2|14483|2024-08-17 12:10:02.328438
129|white-2|14484|2024-08-17 12:10:02.328438
129|white-2|14485|2024-08-17 12:10:02.328438
129|white-2|14486|2024-08-17 12:10:02.328438
129|white-2|14487|2024-08-17 12:10:02.328438
129|white-2|14488|2024-08-17 12:10:02.328438
129|white-2|14489|2024-08-17 12:10:02.328438
129|white-2|14490|2024-08-17 12:10:02.328438
130|red|14600|2024-08-17 12:10:02.328438
130|blue|14601|2024-08-17 12:10:02.328438
130|yellow|14602|2024-08-17 12:10:02.328438
130|gold|14603|2024-08-17 12:10:02.328438
130|silver|14604|2024-08-17 12:10:02.328438
130|crystal|14605|2024-08-17 12:10:02.328438
130|ruby|14606|2024-08-17 12:10:02.328438
130|sapphire|14607|2024-08-17 12:10:02.328438
130|emerald|14608|2024-08-17 12:10:02.328438
130|firered|14609|2024-08-17 12:10:02.328438
130|leafgreen|14610|2024-08-17 12:10:02.328438
130|diamond|14611|2024-08-17 12:10:02.328438
130|pearl|14612|2024-08-17 12:10:02.328438
130|platinum|14598|2024-08-17 12:10:02.328438
130|heartgold|14599|2024-08-17 12:10:02.328438
130|soulsilver|14613|2024-08-17 12:10:02.328438
130|soulsilver|14614|2024-08-17 12:10:02.328438
130|black|14615|2024-08-17 12:10:02.328438
130|black|14616|2024-08-17 12:10:02.328438
130|white|14617|2024-08-17 12:10:02.328438
130|black-2|14618|2024-08-17 12:10:02.328438
130|white-2|14619|2024-08-17 12:10:02.328438
130|white-2|14620|2024-08-17 12:10:02.328438
130|white-2|14621|2024-08-17 12:10:02.328438
130|white-2|14622|2024-08-17 12:10:02.328438
130|white-2|14623|2024-08-17 12:10:02.328438
130|white-2|14624|2024-08-17 12:10:02.328438
130|white-2|14625|2024-08-17 12:10:02.328438
131|red|14733|2024-08-17 12:10:02.328438
131|blue|14734|2024-08-17 12:10:02.328438
131|yellow|14735|2024-08-17 12:10:02.328438
131|gold|14736|2024-08-17 12:10:02.328438
131|silver|14737|2024-08-17 12:10:02.328438
131|crystal|14738|2024-08-17 12:10:02.328438
131|ruby|14739|2024-08-17 12:10:02.328438
131|sapphire|14740|2024-08-17 12:10:02.328438
131|emerald|14741|2024-08-17 12:10:02.328438
131|firered|14742|2024-08-17 12:10:02.328438
131|leafgreen|14743|2024-08-17 12:10:02.328438
131|diamond|14744|2024-08-17 12:10:02.328438
131|pearl|14745|2024-08-17 12:10:02.328438
131|platinum|14746|2024-08-17 12:10:02.328438
131|heartgold|14747|2024-08-17 12:10:02.328438
131|soulsilver|14748|2024-08-17 12:10:02.328438
131|soulsilver|14749|2024-08-17 12:10:02.328438
131|black|14750|2024-08-17 12:10:02.328438
131|black|14751|2024-08-17 12:10:02.328438
131|white|14752|2024-08-17 12:10:02.328438
131|black-2|14753|2024-08-17 12:10:02.328438
131|white-2|14754|2024-08-17 12:10:02.328438
131|white-2|14755|2024-08-17 12:10:02.328438
131|white-2|14756|2024-08-17 12:10:02.328438
131|white-2|14757|2024-08-17 12:10:02.328438
131|white-2|14758|2024-08-17 12:10:02.328438
131|white-2|14759|2024-08-17 12:10:02.328438
131|white-2|14760|2024-08-17 12:10:02.328438
132|red|14867|2024-08-17 12:10:02.328438
132|blue|14868|2024-08-17 12:10:02.328438
132|yellow|14869|2024-08-17 12:10:02.328438
132|gold|14870|2024-08-17 12:10:02.328438
132|silver|14871|2024-08-17 12:10:02.328438
132|crystal|14872|2024-08-17 12:10:02.328438
132|ruby|14873|2024-08-17 12:10:02.328438
132|sapphire|14874|2024-08-17 12:10:02.328438
132|emerald|14875|2024-08-17 12:10:02.328438
132|firered|14876|2024-08-17 12:10:02.328438
132|leafgreen|14877|2024-08-17 12:10:02.328438
132|diamond|14878|2024-08-17 12:10:02.328438
132|pearl|14879|2024-08-17 12:10:02.328438
132|platinum|14880|2024-08-17 12:10:02.328438
132|heartgold|14881|2024-08-17 12:10:02.328438
132|soulsilver|14882|2024-08-17 12:10:02.328438
132|soulsilver|14883|2024-08-17 12:10:02.328438
132|black|14884|2024-08-17 12:10:02.328438
132|black|14885|2024-08-17 12:10:02.328438
132|white|14886|2024-08-17 12:10:02.328438
132|black-2|14887|2024-08-17 12:10:02.328438
132|white-2|14888|2024-08-17 12:10:02.328438
132|white-2|14889|2024-08-17 12:10:02.328438
132|white-2|14890|2024-08-17 12:10:02.328438
132|white-2|14891|2024-08-17 12:10:02.328438
132|white-2|14892|2024-08-17 12:10:02.328438
132|white-2|14893|2024-08-17 12:10:02.328438
132|white-2|14894|2024-08-17 12:10:02.328438
133|red|15001|2024-08-17 12:10:02.328438
133|blue|15002|2024-08-17 12:10:02.328438
133|yellow|15003|2024-08-17 12:10:02.328438
133|gold|15004|2024-08-17 12:10:02.328438
133|silver|15005|2024-08-17 12:10:02.328438
133|crystal|15006|2024-08-17 12:10:02.328438
133|ruby|15007|2024-08-17 12:10:02.328438
133|sapphire|15008|2024-08-17 12:10:02.328438
133|emerald|15009|2024-08-17 12:10:02.328438
133|firered|15010|2024-08-17 12:10:02.328438
133|leafgreen|15011|2024-08-17 12:10:02.328438
133|diamond|15012|2024-08-17 12:10:02.328438
133|pearl|15013|2024-08-17 12:10:02.328438
133|platinum|15014|2024-08-17 12:10:02.328438
133|heartgold|15015|2024-08-17 12:10:02.328438
133|soulsilver|15016|2024-08-17 12:10:02.328438
133|soulsilver|15017|2024-08-17 12:10:02.328438
133|black|15018|2024-08-17 12:10:02.328438
133|black|15019|2024-08-17 12:10:02.328438
133|white|15020|2024-08-17 12:10:02.328438
133|black-2|15021|2024-08-17 12:10:02.328438
133|white-2|15022|2024-08-17 12:10:02.328438
133|white-2|15023|2024-08-17 12:10:02.328438
133|white-2|15024|2024-08-17 12:10:02.328438
133|white-2|15025|2024-08-17 12:10:02.328438
133|white-2|15026|2024-08-17 12:10:02.328438
133|white-2|15027|2024-08-17 12:10:02.328438
133|white-2|15028|2024-08-17 12:10:02.328438
134|red|15136|2024-08-17 12:10:02.328438
134|blue|15137|2024-08-17 12:10:02.328438
134|yellow|15138|2024-08-17 12:10:02.328438
134|gold|15139|2024-08-17 12:10:02.328438
134|silver|15140|2024-08-17 12:10:02.328438
134|crystal|15141|2024-08-17 12:10:02.328438
134|ruby|15142|2024-08-17 12:10:02.328438
134|sapphire|15143|2024-08-17 12:10:02.328438
134|emerald|15144|2024-08-17 12:10:02.328438
134|firered|15145|2024-08-17 12:10:02.328438
134|leafgreen|15146|2024-08-17 12:10:02.328438
134|diamond|15147|2024-08-17 12:10:02.328438
134|pearl|15148|2024-08-17 12:10:02.328438
134|platinum|15149|2024-08-17 12:10:02.328438
134|heartgold|15150|2024-08-17 12:10:02.328438
134|soulsilver|15151|2024-08-17 12:10:02.328438
134|soulsilver|15152|2024-08-17 12:10:02.328438
134|black|15153|2024-08-17 12:10:02.328438
134|black|15154|2024-08-17 12:10:02.328438
134|white|15155|2024-08-17 12:10:02.328438
134|black-2|15156|2024-08-17 12:10:02.328438
134|white-2|15157|2024-08-17 12:10:02.328438
134|white-2|15158|2024-08-17 12:10:02.328438
134|white-2|15159|2024-08-17 12:10:02.328438
134|white-2|15160|2024-08-17 12:10:02.328438
134|white-2|15161|2024-08-17 12:10:02.328438
134|white-2|15162|2024-08-17 12:10:02.328438
134|white-2|15163|2024-08-17 12:10:02.328438
135|red|15271|2024-08-17 12:10:02.328438
135|blue|15272|2024-08-17 12:10:02.328438
135|yellow|15273|2024-08-17 12:10:02.328438
135|gold|15274|2024-08-17 12:10:02.328438
135|silver|15275|2024-08-17 12:10:02.328438
135|crystal|15276|2024-08-17 12:10:02.328438
135|ruby|15277|2024-08-17 12:10:02.328438
135|sapphire|15278|2024-08-17 12:10:02.328438
135|emerald|15279|2024-08-17 12:10:02.328438
135|firered|15280|2024-08-17 12:10:02.328438
135|leafgreen|15281|2024-08-17 12:10:02.328438
135|diamond|15282|2024-08-17 12:10:02.328438
135|pearl|15283|2024-08-17 12:10:02.328438
135|platinum|15284|2024-08-17 12:10:02.328438
135|heartgold|15285|2024-08-17 12:10:02.328438
135|soulsilver|15286|2024-08-17 12:10:02.328438
135|soulsilver|15287|2024-08-17 12:10:02.328438
135|black|15288|2024-08-17 12:10:02.328438
135|black|15289|2024-08-17 12:10:02.328438
135|white|15290|2024-08-17 12:10:02.328438
135|black-2|15291|2024-08-17 12:10:02.328438
135|white-2|15292|2024-08-17 12:10:02.328438
135|white-2|15293|2024-08-17 12:10:02.328438
135|white-2|15294|2024-08-17 12:10:02.328438
135|white-2|15295|2024-08-17 12:10:02.328438
135|white-2|15296|2024-08-17 12:10:02.328438
135|white-2|15297|2024-08-17 12:10:02.328438
135|white-2|15298|2024-08-17 12:10:02.328438
136|red|15406|2024-08-17 12:10:02.328438
136|blue|15407|2024-08-17 12:10:02.328438
136|yellow|15408|2024-08-17 12:10:02.328438
136|gold|15409|2024-08-17 12:10:02.328438
136|silver|15410|2024-08-17 12:10:02.328438
136|crystal|15411|2024-08-17 12:10:02.328438
136|ruby|15412|2024-08-17 12:10:02.328438
136|sapphire|15413|2024-08-17 12:10:02.328438
136|emerald|15414|2024-08-17 12:10:02.328438
136|firered|15415|2024-08-17 12:10:02.328438
136|leafgreen|15416|2024-08-17 12:10:02.328438
136|diamond|15417|2024-08-17 12:10:02.328438
136|pearl|15418|2024-08-17 12:10:02.328438
136|platinum|15419|2024-08-17 12:10:02.328438
136|heartgold|15420|2024-08-17 12:10:02.328438
136|soulsilver|15421|2024-08-17 12:10:02.328438
136|soulsilver|15422|2024-08-17 12:10:02.328438
136|black|15423|2024-08-17 12:10:02.328438
136|black|15424|2024-08-17 12:10:02.328438
136|white|15425|2024-08-17 12:10:02.328438
136|black-2|15426|2024-08-17 12:10:02.328438
136|white-2|15427|2024-08-17 12:10:02.328438
136|white-2|15428|2024-08-17 12:10:02.328438
136|white-2|15429|2024-08-17 12:10:02.328438
136|white-2|15430|2024-08-17 12:10:02.328438
136|white-2|15431|2024-08-17 12:10:02.328438
136|white-2|15432|2024-08-17 12:10:02.328438
136|white-2|15433|2024-08-17 12:10:02.328438
137|red|15541|2024-08-17 12:10:02.328438
137|blue|15542|2024-08-17 12:10:02.328438
137|yellow|15543|2024-08-17 12:10:02.328438
137|gold|15544|2024-08-17 12:10:02.328438
137|silver|15545|2024-08-17 12:10:02.328438
137|crystal|15546|2024-08-17 12:10:02.328438
137|crystal|15547|2024-08-17 12:10:02.328438
137|ruby|15548|2024-08-17 12:10:02.328438
137|sapphire|15549|2024-08-17 12:10:02.328438
137|emerald|15550|2024-08-17 12:10:02.328438
137|firered|15551|2024-08-17 12:10:02.328438
137|leafgreen|15552|2024-08-17 12:10:02.328438
137|diamond|15553|2024-08-17 12:10:02.328438
137|pearl|15554|2024-08-17 12:10:02.328438
137|platinum|15555|2024-08-17 12:10:02.328438
137|heartgold|15556|2024-08-17 12:10:02.328438
137|soulsilver|15557|2024-08-17 12:10:02.328438
137|soulsilver|15558|2024-08-17 12:10:02.328438
137|black|15559|2024-08-17 12:10:02.328438
137|black|15560|2024-08-17 12:10:02.328438
137|white|15561|2024-08-17 12:10:02.328438
137|black-2|15562|2024-08-17 12:10:02.328438
137|white-2|15563|2024-08-17 12:10:02.328438
137|white-2|15564|2024-08-17 12:10:02.328438
137|white-2|15565|2024-08-17 12:10:02.328438
137|white-2|15566|2024-08-17 12:10:02.328438
137|white-2|15567|2024-08-17 12:10:02.328438
137|white-2|15568|2024-08-17 12:10:02.328438
137|white-2|15569|2024-08-17 12:10:02.328438
138|red|15676|2024-08-17 12:10:02.328438
138|blue|15677|2024-08-17 12:10:02.328438
138|yellow|15678|2024-08-17 12:10:02.328438
138|gold|15679|2024-08-17 12:10:02.328438
138|silver|15680|2024-08-17 12:10:02.328438
138|crystal|15681|2024-08-17 12:10:02.328438
138|ruby|15682|2024-08-17 12:10:02.328438
138|sapphire|15683|2024-08-17 12:10:02.328438
138|emerald|15684|2024-08-17 12:10:02.328438
138|firered|15685|2024-08-17 12:10:02.328438
138|leafgreen|15686|2024-08-17 12:10:02.328438
138|diamond|15687|2024-08-17 12:10:02.328438
138|pearl|15688|2024-08-17 12:10:02.328438
138|platinum|15689|2024-08-17 12:10:02.328438
138|heartgold|15690|2024-08-17 12:10:02.328438
138|soulsilver|15691|2024-08-17 12:10:02.328438
138|soulsilver|15692|2024-08-17 12:10:02.328438
138|black|15693|2024-08-17 12:10:02.328438
138|black|15694|2024-08-17 12:10:02.328438
138|white|15695|2024-08-17 12:10:02.328438
138|black-2|15696|2024-08-17 12:10:02.328438
138|white-2|15697|2024-08-17 12:10:02.328438
138|white-2|15698|2024-08-17 12:10:02.328438
138|white-2|15699|2024-08-17 12:10:02.328438
138|white-2|15700|2024-08-17 12:10:02.328438
138|white-2|15701|2024-08-17 12:10:02.328438
138|white-2|15702|2024-08-17 12:10:02.328438
138|white-2|15703|2024-08-17 12:10:02.328438
139|red|15790|2024-08-17 12:10:02.328438
139|blue|15791|2024-08-17 12:10:02.328438
139|yellow|15792|2024-08-17 12:10:02.328438
139|gold|15793|2024-08-17 12:10:02.328438
139|silver|15794|2024-08-17 12:10:02.328438
139|crystal|15795|2024-08-17 12:10:02.328438
139|ruby|15796|2024-08-17 12:10:02.328438
139|sapphire|15797|2024-08-17 12:10:02.328438
139|emerald|15798|2024-08-17 12:10:02.328438
139|firered|15799|2024-08-17 12:10:02.328438
139|leafgreen|15800|2024-08-17 12:10:02.328438
139|diamond|15801|2024-08-17 12:10:02.328438
139|pearl|15802|2024-08-17 12:10:02.328438
139|platinum|15803|2024-08-17 12:10:02.328438
139|heartgold|15804|2024-08-17 12:10:02.328438
139|soulsilver|15805|2024-08-17 12:10:02.328438
139|soulsilver|15806|2024-08-17 12:10:02.328438
139|black|15807|2024-08-17 12:10:02.328438
139|black|15808|2024-08-17 12:10:02.328438
139|white|15809|2024-08-17 12:10:02.328438
139|black-2|15810|2024-08-17 12:10:02.328438
139|white-2|15811|2024-08-17 12:10:02.328438
139|white-2|15812|2024-08-17 12:10:02.328438
139|white-2|15813|2024-08-17 12:10:02.328438
139|white-2|15814|2024-08-17 12:10:02.328438
139|white-2|15815|2024-08-17 12:10:02.328438
139|white-2|15816|2024-08-17 12:10:02.328438
139|white-2|15817|2024-08-17 12:10:02.328438
140|red|15904|2024-08-17 12:10:02.328438
140|blue|15905|2024-08-17 12:10:02.328438
140|yellow|15906|2024-08-17 12:10:02.328438
140|gold|15907|2024-08-17 12:10:02.328438
140|silver|15908|2024-08-17 12:10:02.328438
140|crystal|15909|2024-08-17 12:10:02.328438
140|ruby|15910|2024-08-17 12:10:02.328438
140|sapphire|15911|2024-08-17 12:10:02.328438
140|emerald|15912|2024-08-17 12:10:02.328438
140|firered|15913|2024-08-17 12:10:02.328438
140|leafgreen|15914|2024-08-17 12:10:02.328438
140|diamond|15915|2024-08-17 12:10:02.328438
140|pearl|15916|2024-08-17 12:10:02.328438
140|platinum|15917|2024-08-17 12:10:02.328438
140|heartgold|15918|2024-08-17 12:10:02.328438
140|soulsilver|15919|2024-08-17 12:10:02.328438
140|soulsilver|15920|2024-08-17 12:10:02.328438
140|black|15921|2024-08-17 12:10:02.328438
140|black|15922|2024-08-17 12:10:02.328438
140|white|15923|2024-08-17 12:10:02.328438
140|black-2|15924|2024-08-17 12:10:02.328438
140|white-2|15925|2024-08-17 12:10:02.328438
140|white-2|15926|2024-08-17 12:10:02.328438
140|white-2|15927|2024-08-17 12:10:02.328438
140|white-2|15928|2024-08-17 12:10:02.328438
140|white-2|15929|2024-08-17 12:10:02.328438
140|white-2|15930|2024-08-17 12:10:02.328438
140|white-2|15931|2024-08-17 12:10:02.328438
141|red|16019|2024-08-17 12:10:02.328438
141|blue|16020|2024-08-17 12:10:02.328438
141|yellow|16021|2024-08-17 12:10:02.328438
141|gold|16022|2024-08-17 12:10:02.328438
141|silver|16023|2024-08-17 12:10:02.328438
141|crystal|16024|2024-08-17 12:10:02.328438
141|ruby|16025|2024-08-17 12:10:02.328438
141|sapphire|16026|2024-08-17 12:10:02.328438
141|emerald|16027|2024-08-17 12:10:02.328438
141|firered|16028|2024-08-17 12:10:02.328438
141|leafgreen|16029|2024-08-17 12:10:02.328438
141|diamond|16030|2024-08-17 12:10:02.328438
141|pearl|16031|2024-08-17 12:10:02.328438
141|platinum|16032|2024-08-17 12:10:02.328438
141|heartgold|16033|2024-08-17 12:10:02.328438
141|soulsilver|16034|2024-08-17 12:10:02.328438
141|soulsilver|16035|2024-08-17 12:10:02.328438
141|black|16036|2024-08-17 12:10:02.328438
141|black|16037|2024-08-17 12:10:02.328438
141|white|16038|2024-08-17 12:10:02.328438
141|black-2|16039|2024-08-17 12:10:02.328438
141|white-2|16018|2024-08-17 12:10:02.328438
141|white-2|16040|2024-08-17 12:10:02.328438
141|white-2|16041|2024-08-17 12:10:02.328438
141|white-2|16042|2024-08-17 12:10:02.328438
141|white-2|16043|2024-08-17 12:10:02.328438
141|white-2|16044|2024-08-17 12:10:02.328438
141|white-2|16045|2024-08-17 12:10:02.328438
141|white-2|16046|2024-08-17 12:10:02.328438
142|red|16133|2024-08-17 12:10:02.328438
142|blue|16134|2024-08-17 12:10:02.328438
142|yellow|16135|2024-08-17 12:10:02.328438
142|gold|16136|2024-08-17 12:10:02.328438
142|silver|16137|2024-08-17 12:10:02.328438
142|crystal|16138|2024-08-17 12:10:02.328438
142|ruby|16139|2024-08-17 12:10:02.328438
142|sapphire|16140|2024-08-17 12:10:02.328438
142|emerald|16141|2024-08-17 12:10:02.328438
142|firered|16142|2024-08-17 12:10:02.328438
142|leafgreen|16143|2024-08-17 12:10:02.328438
142|diamond|16144|2024-08-17 12:10:02.328438
142|pearl|16145|2024-08-17 12:10:02.328438
142|platinum|16146|2024-08-17 12:10:02.328438
142|heartgold|16147|2024-08-17 12:10:02.328438
142|soulsilver|16148|2024-08-17 12:10:02.328438
142|soulsilver|16149|2024-08-17 12:10:02.328438
142|soulsilver|16150|2024-08-17 12:10:02.328438
142|black|16132|2024-08-17 12:10:02.328438
142|white|16151|2024-08-17 12:10:02.328438
142|black-2|16152|2024-08-17 12:10:02.328438
142|white-2|16153|2024-08-17 12:10:02.328438
142|white-2|16154|2024-08-17 12:10:02.328438
142|white-2|16155|2024-08-17 12:10:02.328438
142|white-2|16156|2024-08-17 12:10:02.328438
142|white-2|16157|2024-08-17 12:10:02.328438
142|white-2|16158|2024-08-17 12:10:02.328438
142|white-2|16159|2024-08-17 12:10:02.328438
143|red|16266|2024-08-17 12:10:02.328438
143|blue|16267|2024-08-17 12:10:02.328438
143|yellow|16268|2024-08-17 12:10:02.328438
143|gold|16269|2024-08-17 12:10:02.328438
143|silver|16270|2024-08-17 12:10:02.328438
143|crystal|16271|2024-08-17 12:10:02.328438
143|ruby|16272|2024-08-17 12:10:02.328438
143|sapphire|16273|2024-08-17 12:10:02.328438
143|emerald|16274|2024-08-17 12:10:02.328438
143|firered|16275|2024-08-17 12:10:02.328438
143|leafgreen|16276|2024-08-17 12:10:02.328438
143|diamond|16277|2024-08-17 12:10:02.328438
143|pearl|16278|2024-08-17 12:10:02.328438
143|platinum|16279|2024-08-17 12:10:02.328438
143|heartgold|16280|2024-08-17 12:10:02.328438
143|soulsilver|16281|2024-08-17 12:10:02.328438
143|soulsilver|16282|2024-08-17 12:10:02.328438
143|black|16283|2024-08-17 12:10:02.328438
143|black|16284|2024-08-17 12:10:02.328438
143|white|16285|2024-08-17 12:10:02.328438
143|black-2|16286|2024-08-17 12:10:02.328438
143|white-2|16287|2024-08-17 12:10:02.328438
143|white-2|16288|2024-08-17 12:10:02.328438
143|white-2|16289|2024-08-17 12:10:02.328438
143|white-2|16290|2024-08-17 12:10:02.328438
143|white-2|16291|2024-08-17 12:10:02.328438
143|white-2|16292|2024-08-17 12:10:02.328438
143|white-2|16293|2024-08-17 12:10:02.328438
144|red|16401|2024-08-17 12:10:02.328438
144|blue|16402|2024-08-17 12:10:02.328438
144|yellow|16403|2024-08-17 12:10:02.328438
144|gold|16404|2024-08-17 12:10:02.328438
144|silver|16405|2024-08-17 12:10:02.328438
144|crystal|16406|2024-08-17 12:10:02.328438
144|ruby|16407|2024-08-17 12:10:02.328438
144|sapphire|16408|2024-08-17 12:10:02.328438
144|emerald|16409|2024-08-17 12:10:02.328438
144|firered|16410|2024-08-17 12:10:02.328438
144|leafgreen|16411|2024-08-17 12:10:02.328438
144|diamond|16412|2024-08-17 12:10:02.328438
144|pearl|16413|2024-08-17 12:10:02.328438
144|platinum|16414|2024-08-17 12:10:02.328438
144|heartgold|16415|2024-08-17 12:10:02.328438
144|soulsilver|16416|2024-08-17 12:10:02.328438
144|soulsilver|16417|2024-08-17 12:10:02.328438
144|black|16418|2024-08-17 12:10:02.328438
144|black|16419|2024-08-17 12:10:02.328438
144|white|16420|2024-08-17 12:10:02.328438
144|black-2|16421|2024-08-17 12:10:02.328438
144|white-2|16422|2024-08-17 12:10:02.328438
144|white-2|16423|2024-08-17 12:10:02.328438
144|white-2|16424|2024-08-17 12:10:02.328438
144|white-2|16425|2024-08-17 12:10:02.328438
144|white-2|16426|2024-08-17 12:10:02.328438
144|white-2|16427|2024-08-17 12:10:02.328438
144|white-2|16428|2024-08-17 12:10:02.328438
145|red|16496|2024-08-17 12:10:02.328438
145|blue|16497|2024-08-17 12:10:02.328438
145|yellow|16498|2024-08-17 12:10:02.328438
145|gold|16499|2024-08-17 12:10:02.328438
145|silver|16500|2024-08-17 12:10:02.328438
145|crystal|16501|2024-08-17 12:10:02.328438
145|ruby|16502|2024-08-17 12:10:02.328438
145|sapphire|16503|2024-08-17 12:10:02.328438
145|emerald|16504|2024-08-17 12:10:02.328438
145|firered|16505|2024-08-17 12:10:02.328438
145|leafgreen|16506|2024-08-17 12:10:02.328438
145|diamond|16507|2024-08-17 12:10:02.328438
145|pearl|16508|2024-08-17 12:10:02.328438
145|platinum|16509|2024-08-17 12:10:02.328438
145|heartgold|16510|2024-08-17 12:10:02.328438
145|soulsilver|16511|2024-08-17 12:10:02.328438
145|soulsilver|16512|2024-08-17 12:10:02.328438
145|black|16513|2024-08-17 12:10:02.328438
145|black|16514|2024-08-17 12:10:02.328438
145|white|16515|2024-08-17 12:10:02.328438
145|black-2|16516|2024-08-17 12:10:02.328438
145|white-2|16495|2024-08-17 12:10:02.328438
145|white-2|16517|2024-08-17 12:10:02.328438
145|white-2|16518|2024-08-17 12:10:02.328438
145|white-2|16519|2024-08-17 12:10:02.328438
145|white-2|16520|2024-08-17 12:10:02.328438
145|white-2|16521|2024-08-17 12:10:02.328438
145|white-2|16522|2024-08-17 12:10:02.328438
145|white-2|16523|2024-08-17 12:10:02.328438
146|red|16589|2024-08-17 12:10:02.328438
146|blue|16590|2024-08-17 12:10:02.328438
146|yellow|16591|2024-08-17 12:10:02.328438
146|gold|16592|2024-08-17 12:10:02.328438
146|silver|16593|2024-08-17 12:10:02.328438
146|crystal|16594|2024-08-17 12:10:02.328438
146|ruby|16595|2024-08-17 12:10:02.328438
146|sapphire|16596|2024-08-17 12:10:02.328438
146|emerald|16597|2024-08-17 12:10:02.328438
146|firered|16598|2024-08-17 12:10:02.328438
146|leafgreen|16599|2024-08-17 12:10:02.328438
146|diamond|16600|2024-08-17 12:10:02.328438
146|pearl|16601|2024-08-17 12:10:02.328438
146|platinum|16602|2024-08-17 12:10:02.328438
146|heartgold|16603|2024-08-17 12:10:02.328438
146|soulsilver|16604|2024-08-17 12:10:02.328438
146|soulsilver|16605|2024-08-17 12:10:02.328438
146|black|16606|2024-08-17 12:10:02.328438
146|black|16607|2024-08-17 12:10:02.328438
146|white|16608|2024-08-17 12:10:02.328438
146|black-2|16609|2024-08-17 12:10:02.328438
146|white-2|16610|2024-08-17 12:10:02.328438
146|white-2|16611|2024-08-17 12:10:02.328438
146|white-2|16612|2024-08-17 12:10:02.328438
146|white-2|16613|2024-08-17 12:10:02.328438
146|white-2|16614|2024-08-17 12:10:02.328438
146|white-2|16615|2024-08-17 12:10:02.328438
146|white-2|16616|2024-08-17 12:10:02.328438
147|red|16683|2024-08-17 12:10:02.328438
147|blue|16684|2024-08-17 12:10:02.328438
147|yellow|16685|2024-08-17 12:10:02.328438
147|gold|16686|2024-08-17 12:10:02.328438
147|silver|16687|2024-08-17 12:10:02.328438
147|crystal|16688|2024-08-17 12:10:02.328438
147|ruby|16689|2024-08-17 12:10:02.328438
147|sapphire|16690|2024-08-17 12:10:02.328438
147|emerald|16691|2024-08-17 12:10:02.328438
147|firered|16692|2024-08-17 12:10:02.328438
147|leafgreen|16693|2024-08-17 12:10:02.328438
147|diamond|16694|2024-08-17 12:10:02.328438
