pkmn_id|evolve_to_pkmn|evol_req_gender|evol_req_held_item|evol_req_item|evol_req_known_move|evol_req_known_move_type|evol_req_location|evol_req_min_affection|evol_req_min_beauty|evol_req_min_happiness|evol_req_min_level|evol_req_needs_overworld_rain|evol_req_party_species|evol_req_party_type|evol_req_relative_physical_stats|evol_req_time_of_day|evol_req_trade_species|evol_req_turn_upside_down|evol_req_baby|extraer_datetime
212|scyther||||||||||||||||||True|2024-08-17 12:03:45.548364
212|scizor||{'name': 'metal-coat', 'url': 'https://pokeapi.co/api/v2/item/210/'}|||||||||False||||||False|False|2024-08-17 12:03:45.548364
212|kleavor|||{'name': 'black-augurite', 'url': 'https://pokeapi.co/api/v2/item/10001/'}||||||||False||||||False|False|2024-08-17 12:03:45.548364
213|shuckle||||||||||||||||||True|2024-08-17 12:03:45.548364
214|heracross||||||||||||||||||True|2024-08-17 12:03:45.548364
215|sneasel||||||||||||||||||True|2024-08-17 12:03:45.548364
215|weavile||{'name': 'razor-claw', 'url': 'https://pokeapi.co/api/v2/item/303/'}|||||||||False||||night||False|False|2024-08-17 12:03:45.548364
215|sneasler||{'name': 'razor-claw', 'url': 'https://pokeapi.co/api/v2/item/303/'}|||||||||False||||day||False|False|2024-08-17 12:03:45.548364
216|teddiursa||||||||||||||||||True|2024-08-17 12:03:45.548364
216|ursaring||||||||||30|False||||||False|False|2024-08-17 12:03:45.548364
216|ursaluna|||{'name': 'peat-block', 'url': 'https://pokeapi.co/api/v2/item/10002/'}||||||||False||||full-moon||False|False|2024-08-17 12:03:45.548364
217|teddiursa||||||||||||||||||True|2024-08-17 12:03:45.548364
217|ursaring||||||||||30|False||||||False|False|2024-08-17 12:03:45.548364
217|ursaluna|||{'name': 'peat-block', 'url': 'https://pokeapi.co/api/v2/item/10002/'}||||||||False||||full-moon||False|False|2024-08-17 12:03:45.548364
218|slugma||||||||||||||||||True|2024-08-17 12:03:45.548364
218|magcargo||||||||||38|False||||||False|False|2024-08-17 12:03:45.548364
219|slugma||||||||||||||||||True|2024-08-17 12:03:45.548364
219|magcargo||||||||||38|False||||||False|False|2024-08-17 12:03:45.548364
220|swinub||||||||||||||||||True|2024-08-17 12:03:45.548364
220|piloswine||||||||||33|False||||||False|False|2024-08-17 12:03:45.548364
220|mamoswine||||{'name': 'ancient-power', 'url': 'https://pokeapi.co/api/v2/move/246/'}|||||||False||||||False|False|2024-08-17 12:03:45.548364
221|swinub||||||||||||||||||True|2024-08-17 12:03:45.548364
221|piloswine||||||||||33|False||||||False|False|2024-08-17 12:03:45.548364
221|mamoswine||||{'name': 'ancient-power', 'url': 'https://pokeapi.co/api/v2/move/246/'}|||||||False||||||False|False|2024-08-17 12:03:45.548364
222|corsola||||||||||||||||||True|2024-08-17 12:03:45.548364
222|cursola||||||||||38|False||||||False|False|2024-08-17 12:03:45.548364
223|remoraid||||||||||||||||||True|2024-08-17 12:03:45.548364
223|octillery||||||||||25|False||||||False|False|2024-08-17 12:03:45.548364
224|remoraid||||||||||||||||||True|2024-08-17 12:03:45.548364
224|octillery||||||||||25|False||||||False|False|2024-08-17 12:03:45.548364
225|delibird||||||||||||||||||True|2024-08-17 12:03:45.548364
226|mantyke||||||||||||||||||True|2024-08-17 12:03:45.548364
226|mantine|||||||||||False|{'name': 'remoraid', 'url': 'https://pokeapi.co/api/v2/pokemon-species/223/'}|||||False|False|2024-08-17 12:03:45.548364
227|skarmory||||||||||||||||||True|2024-08-17 12:03:45.548364
228|houndour||||||||||||||||||True|2024-08-17 12:03:45.548364
228|houndoom||||||||||24|False||||||False|False|2024-08-17 12:03:45.548364
229|houndour||||||||||||||||||True|2024-08-17 12:03:45.548364
229|houndoom||||||||||24|False||||||False|False|2024-08-17 12:03:45.548364
230|horsea||||||||||||||||||True|2024-08-17 12:03:45.548364
230|seadra||||||||||32|False||||||False|False|2024-08-17 12:03:45.548364
230|kingdra||{'name': 'dragon-scale', 'url': 'https://pokeapi.co/api/v2/item/212/'}|||||||||False||||||False|False|2024-08-17 12:03:45.548364
231|phanpy||||||||||||||||||True|2024-08-17 12:03:45.548364
231|donphan||||||||||25|False||||||False|False|2024-08-17 12:03:45.548364
232|phanpy||||||||||||||||||True|2024-08-17 12:03:45.548364
232|donphan||||||||||25|False||||||False|False|2024-08-17 12:03:45.548364
233|porygon||||||||||||||||||True|2024-08-17 12:03:45.548364
233|porygon2||{'name': 'up-grade', 'url': 'https://pokeapi.co/api/v2/item/229/'}|||||||||False||||||False|False|2024-08-17 12:03:45.548364
233|porygon-z||{'name': 'dubious-disc', 'url': 'https://pokeapi.co/api/v2/item/301/'}|||||||||False||||||False|False|2024-08-17 12:03:45.548364
234|stantler||||||||||||||||||True|2024-08-17 12:03:45.548364
234|wyrdeer||||{'name': 'psyshield-bash', 'url': 'https://pokeapi.co/api/v2/move/828/'}|||||||False||||||False|False|2024-08-17 12:03:45.548364
235|smeargle||||||||||||||||||True|2024-08-17 12:03:45.548364
236|tyrogue||||||||||||||||||True|2024-08-17 12:03:45.548364
236|hitmonlee||||||||||20|False|||1|||False|False|2024-08-17 12:03:45.548364
236|hitmonchan||||||||||20|False|||-1|||False|False|2024-08-17 12:03:45.548364
236|hitmontop||||||||||20|False|||0|||False|False|2024-08-17 12:03:45.548364
237|tyrogue||||||||||||||||||True|2024-08-17 12:03:45.548364
237|hitmonlee||||||||||20|False|||1|||False|False|2024-08-17 12:03:45.548364
237|hitmonchan||||||||||20|False|||-1|||False|False|2024-08-17 12:03:45.548364
237|hitmontop||||||||||20|False|||0|||False|False|2024-08-17 12:03:45.548364
238|smoochum||||||||||||||||||True|2024-08-17 12:03:45.548364
238|jynx||||||||||30|False||||||False|False|2024-08-17 12:03:45.548364
239|elekid||||||||||||||||||True|2024-08-17 12:03:45.548364
239|electabuzz||||||||||30|False||||||False|False|2024-08-17 12:03:45.548364
239|electivire||{'name': 'electirizer', 'url': 'https://pokeapi.co/api/v2/item/299/'}|||||||||False||||||False|False|2024-08-17 12:03:45.548364
240|magby||||||||||||||||||True|2024-08-17 12:03:45.548364
240|magmar||||||||||30|False||||||False|False|2024-08-17 12:03:45.548364
240|magmortar||{'name': 'magmarizer', 'url': 'https://pokeapi.co/api/v2/item/300/'}|||||||||False||||||False|False|2024-08-17 12:03:45.548364
241|miltank||||||||||||||||||True|2024-08-17 12:03:45.548364
242|happiny||||||||||||||||||True|2024-08-17 12:03:45.548364
242|chansey||{'name': 'oval-stone', 'url': 'https://pokeapi.co/api/v2/item/110/'}|||||||||False||||day||False|False|2024-08-17 12:03:45.548364
242|blissey|||||||||160||False||||||False|False|2024-08-17 12:03:45.548364
243|raikou||||||||||||||||||True|2024-08-17 12:03:45.548364
244|entei||||||||||||||||||True|2024-08-17 12:03:45.548364
245|suicune||||||||||||||||||True|2024-08-17 12:03:45.548364
246|larvitar||||||||||||||||||True|2024-08-17 12:03:45.548364
246|pupitar||||||||||30|False||||||False|False|2024-08-17 12:03:45.548364
246|tyranitar||||||||||55|False||||||False|False|2024-08-17 12:03:45.548364
247|larvitar||||||||||||||||||True|2024-08-17 12:03:45.548364
247|pupitar||||||||||30|False||||||False|False|2024-08-17 12:03:45.548364
247|tyranitar||||||||||55|False||||||False|False|2024-08-17 12:03:45.548364
248|larvitar||||||||||||||||||True|2024-08-17 12:03:45.548364
248|pupitar||||||||||30|False||||||False|False|2024-08-17 12:03:45.548364
248|tyranitar||||||||||55|False||||||False|False|2024-08-17 12:03:45.548364
249|lugia||||||||||||||||||True|2024-08-17 12:03:45.548364
250|ho-oh||||||||||||||||||True|2024-08-17 12:03:45.548364
251|celebi||||||||||||||||||True|2024-08-17 12:03:45.548364
252|treecko||||||||||||||||||True|2024-08-17 12:03:45.548364
252|grovyle||||||||||16|False||||||False|False|2024-08-17 12:03:45.548364
252|sceptile||||||||||36|False||||||False|False|2024-08-17 12:03:45.548364
253|treecko||||||||||||||||||True|2024-08-17 12:03:45.548364
253|grovyle||||||||||16|False||||||False|False|2024-08-17 12:03:45.548364
253|sceptile||||||||||36|False||||||False|False|2024-08-17 12:03:45.548364
254|treecko||||||||||||||||||True|2024-08-17 12:03:45.548364
254|grovyle||||||||||16|False||||||False|False|2024-08-17 12:03:45.548364
254|sceptile||||||||||36|False||||||False|False|2024-08-17 12:03:45.548364
255|torchic||||||||||||||||||True|2024-08-17 12:03:45.548364
255|combusken||||||||||16|False||||||False|False|2024-08-17 12:03:45.548364
255|blaziken||||||||||36|False||||||False|False|2024-08-17 12:03:45.548364
256|torchic||||||||||||||||||True|2024-08-17 12:03:45.548364
256|combusken||||||||||16|False||||||False|False|2024-08-17 12:03:45.548364
256|blaziken||||||||||36|False||||||False|False|2024-08-17 12:03:45.548364
257|torchic||||||||||||||||||True|2024-08-17 12:03:45.548364
257|combusken||||||||||16|False||||||False|False|2024-08-17 12:03:45.548364
257|blaziken||||||||||36|False||||||False|False|2024-08-17 12:03:45.548364
258|mudkip||||||||||||||||||True|2024-08-17 12:03:45.548364
258|marshtomp||||||||||16|False||||||False|False|2024-08-17 12:03:45.548364
258|swampert||||||||||36|False||||||False|False|2024-08-17 12:03:45.548364
259|mudkip||||||||||||||||||True|2024-08-17 12:03:45.548364
259|marshtomp||||||||||16|False||||||False|False|2024-08-17 12:03:45.548364
259|swampert||||||||||36|False||||||False|False|2024-08-17 12:03:45.548364
260|mudkip||||||||||||||||||True|2024-08-17 12:03:45.548364
260|marshtomp||||||||||16|False||||||False|False|2024-08-17 12:03:45.548364
260|swampert||||||||||36|False||||||False|False|2024-08-17 12:03:45.548364
261|poochyena||||||||||||||||||True|2024-08-17 12:03:45.548364
261|mightyena||||||||||18|False||||||False|False|2024-08-17 12:03:45.548364
262|poochyena||||||||||||||||||True|2024-08-17 12:03:45.548364
262|mightyena||||||||||18|False||||||False|False|2024-08-17 12:03:45.548364
263|zigzagoon||||||||||||||||||True|2024-08-17 12:03:45.548364
263|linoone||||||||||20|False||||||False|False|2024-08-17 12:03:45.548364
263|obstagoon||||||||||35|False||||night||False|False|2024-08-17 12:03:45.548364
264|zigzagoon||||||||||||||||||True|2024-08-17 12:03:45.548364
264|linoone||||||||||20|False||||||False|False|2024-08-17 12:03:45.548364
264|obstagoon||||||||||35|False||||night||False|False|2024-08-17 12:03:45.548364
265|wurmple||||||||||||||||||True|2024-08-17 12:03:45.548364
265|silcoon||||||||||7|False||||||False|False|2024-08-17 12:03:45.548364
265|beautifly||||||||||10|False||||||False|False|2024-08-17 12:03:45.548364
265|cascoon||||||||||7|False||||||False|False|2024-08-17 12:03:45.548364
265|dustox||||||||||10|False||||||False|False|2024-08-17 12:03:45.548364
266|wurmple||||||||||||||||||True|2024-08-17 12:03:45.548364
266|silcoon||||||||||7|False||||||False|False|2024-08-17 12:03:45.548364
266|beautifly||||||||||10|False||||||False|False|2024-08-17 12:03:45.548364
266|cascoon||||||||||7|False||||||False|False|2024-08-17 12:03:45.548364
266|dustox||||||||||10|False||||||False|False|2024-08-17 12:03:45.548364
267|wurmple||||||||||||||||||True|2024-08-17 12:03:45.548364
267|silcoon||||||||||7|False||||||False|False|2024-08-17 12:03:45.548364
267|beautifly||||||||||10|False||||||False|False|2024-08-17 12:03:45.548364
267|cascoon||||||||||7|False||||||False|False|2024-08-17 12:03:45.548364
267|dustox||||||||||10|False||||||False|False|2024-08-17 12:03:45.548364
268|wurmple||||||||||||||||||True|2024-08-17 12:03:45.548364
268|silcoon||||||||||7|False||||||False|False|2024-08-17 12:03:45.548364
268|beautifly||||||||||10|False||||||False|False|2024-08-17 12:03:45.548364
268|cascoon||||||||||7|False||||||False|False|2024-08-17 12:03:45.548364
268|dustox||||||||||10|False||||||False|False|2024-08-17 12:03:45.548364
269|wurmple||||||||||||||||||True|2024-08-17 12:03:45.548364
269|silcoon||||||||||7|False||||||False|False|2024-08-17 12:03:45.548364
269|beautifly||||||||||10|False||||||False|False|2024-08-17 12:03:45.548364
269|cascoon||||||||||7|False||||||False|False|2024-08-17 12:03:45.548364
269|dustox||||||||||10|False||||||False|False|2024-08-17 12:03:45.548364
270|lotad||||||||||||||||||True|2024-08-17 12:03:45.548364
270|lombre||||||||||14|False||||||False|False|2024-08-17 12:03:45.548364
270|ludicolo|||{'name': 'water-stone', 'url': 'https://pokeapi.co/api/v2/item/84/'}||||||||False||||||False|False|2024-08-17 12:03:45.548364
271|lotad||||||||||||||||||True|2024-08-17 12:03:45.548364
271|lombre||||||||||14|False||||||False|False|2024-08-17 12:03:45.548364
271|ludicolo|||{'name': 'water-stone', 'url': 'https://pokeapi.co/api/v2/item/84/'}||||||||False||||||False|False|2024-08-17 12:03:45.548364
272|lotad||||||||||||||||||True|2024-08-17 12:03:45.548364
272|lombre||||||||||14|False||||||False|False|2024-08-17 12:03:45.548364
272|ludicolo|||{'name': 'water-stone', 'url': 'https://pokeapi.co/api/v2/item/84/'}||||||||False||||||False|False|2024-08-17 12:03:45.548364
273|seedot||||||||||||||||||True|2024-08-17 12:03:45.548364
273|nuzleaf||||||||||14|False||||||False|False|2024-08-17 12:03:45.548364
273|shiftry|||{'name': 'leaf-stone', 'url': 'https://pokeapi.co/api/v2/item/85/'}||||||||False||||||False|False|2024-08-17 12:03:45.548364
274|seedot||||||||||||||||||True|2024-08-17 12:03:45.548364
274|nuzleaf||||||||||14|False||||||False|False|2024-08-17 12:03:45.548364
274|shiftry|||{'name': 'leaf-stone', 'url': 'https://pokeapi.co/api/v2/item/85/'}||||||||False||||||False|False|2024-08-17 12:03:45.548364
275|seedot||||||||||||||||||True|2024-08-17 12:03:45.548364
275|nuzleaf||||||||||14|False||||||False|False|2024-08-17 12:03:45.548364
275|shiftry|||{'name': 'leaf-stone', 'url': 'https://pokeapi.co/api/v2/item/85/'}||||||||False||||||False|False|2024-08-17 12:03:45.548364
276|taillow||||||||||||||||||True|2024-08-17 12:03:45.548364
276|swellow||||||||||22|False||||||False|False|2024-08-17 12:03:45.548364
277|taillow||||||||||||||||||True|2024-08-17 12:03:45.548364
277|swellow||||||||||22|False||||||False|False|2024-08-17 12:03:45.548364
278|wingull||||||||||||||||||True|2024-08-17 12:03:45.548364
278|pelipper||||||||||25|False||||||False|False|2024-08-17 12:03:45.548364
279|wingull||||||||||||||||||True|2024-08-17 12:03:45.548364
279|pelipper||||||||||25|False||||||False|False|2024-08-17 12:03:45.548364
280|ralts||||||||||||||||||True|2024-08-17 12:03:45.548364
280|kirlia||||||||||20|False||||||False|False|2024-08-17 12:03:45.548364
280|gardevoir||||||||||30|False||||||False|False|2024-08-17 12:03:45.548364
280|gallade|2||{'name': 'dawn-stone', 'url': 'https://pokeapi.co/api/v2/item/109/'}||||||||False||||||False|False|2024-08-17 12:03:45.548364
281|ralts||||||||||||||||||True|2024-08-17 12:03:45.548364
281|kirlia||||||||||20|False||||||False|False|2024-08-17 12:03:45.548364
281|gardevoir||||||||||30|False||||||False|False|2024-08-17 12:03:45.548364
281|gallade|2||{'name': 'dawn-stone', 'url': 'https://pokeapi.co/api/v2/item/109/'}||||||||False||||||False|False|2024-08-17 12:03:45.548364
282|ralts||||||||||||||||||True|2024-08-17 12:03:45.548364
282|kirlia||||||||||20|False||||||False|False|2024-08-17 12:03:45.548364
282|gardevoir||||||||||30|False||||||False|False|2024-08-17 12:03:45.548364
282|gallade|2||{'name': 'dawn-stone', 'url': 'https://pokeapi.co/api/v2/item/109/'}||||||||False||||||False|False|2024-08-17 12:03:45.548364
283|surskit||||||||||||||||||True|2024-08-17 12:03:45.548364
283|masquerain||||||||||22|False||||||False|False|2024-08-17 12:03:45.548364
284|surskit||||||||||||||||||True|2024-08-17 12:03:45.548364
284|masquerain||||||||||22|False||||||False|False|2024-08-17 12:03:45.548364
285|shroomish||||||||||||||||||True|2024-08-17 12:03:45.548364
285|breloom||||||||||23|False||||||False|False|2024-08-17 12:03:45.548364
286|shroomish||||||||||||||||||True|2024-08-17 12:03:45.548364
286|breloom||||||||||23|False||||||False|False|2024-08-17 12:03:45.548364
287|slakoth||||||||||||||||||True|2024-08-17 12:03:45.548364
287|vigoroth||||||||||18|False||||||False|False|2024-08-17 12:03:45.548364
287|slaking||||||||||36|False||||||False|False|2024-08-17 12:03:45.548364
288|slakoth||||||||||||||||||True|2024-08-17 12:03:45.548364
288|vigoroth||||||||||18|False||||||False|False|2024-08-17 12:03:45.548364
288|slaking||||||||||36|False||||||False|False|2024-08-17 12:03:45.548364
289|slakoth||||||||||||||||||True|2024-08-17 12:03:45.548364
289|vigoroth||||||||||18|False||||||False|False|2024-08-17 12:03:45.548364
289|slaking||||||||||36|False||||||False|False|2024-08-17 12:03:45.548364
290|nincada||||||||||||||||||True|2024-08-17 12:03:45.548364
290|ninjask||||||||||20|False||||||False|False|2024-08-17 12:03:45.548364
290|shedinja|||||||||||False||||||False|False|2024-08-17 12:03:45.548364
291|nincada||||||||||||||||||True|2024-08-17 12:03:45.548364
291|ninjask||||||||||20|False||||||False|False|2024-08-17 12:03:45.548364
291|shedinja|||||||||||False||||||False|False|2024-08-17 12:03:45.548364
292|nincada||||||||||||||||||True|2024-08-17 12:03:45.548364
292|ninjask||||||||||20|False||||||False|False|2024-08-17 12:03:45.548364
292|shedinja|||||||||||False||||||False|False|2024-08-17 12:03:45.548364
293|whismur||||||||||||||||||True|2024-08-17 12:03:45.548364
293|loudred||||||||||20|False||||||False|False|2024-08-17 12:03:45.548364
293|exploud||||||||||40|False||||||False|False|2024-08-17 12:03:45.548364
294|whismur||||||||||||||||||True|2024-08-17 12:03:45.548364
294|loudred||||||||||20|False||||||False|False|2024-08-17 12:03:45.548364
294|exploud||||||||||40|False||||||False|False|2024-08-17 12:03:45.548364
295|whismur||||||||||||||||||True|2024-08-17 12:03:45.548364
295|loudred||||||||||20|False||||||False|False|2024-08-17 12:03:45.548364
295|exploud||||||||||40|False||||||False|False|2024-08-17 12:03:45.548364
296|makuhita||||||||||||||||||True|2024-08-17 12:03:45.548364
296|hariyama||||||||||24|False||||||False|False|2024-08-17 12:03:45.548364
297|makuhita||||||||||||||||||True|2024-08-17 12:03:45.548364
297|hariyama||||||||||24|False||||||False|False|2024-08-17 12:03:45.548364
298|azurill||||||||||||||||||True|2024-08-17 12:03:45.548364
298|marill|||||||||160||False||||||False|False|2024-08-17 12:03:45.548364
298|azumarill||||||||||18|False||||||False|False|2024-08-17 12:03:45.548364
299|nosepass||||||||||||||||||True|2024-08-17 12:03:45.548364
299|probopass||||||{'name': 'mt-coronet', 'url': 'https://pokeapi.co/api/v2/location/10/'}|||||False||||||False|False|2024-08-17 12:03:45.548364
300|skitty||||||||||||||||||True|2024-08-17 12:03:45.548364
300|delcatty|||{'name': 'moon-stone', 'url': 'https://pokeapi.co/api/v2/item/81/'}||||||||False||||||False|False|2024-08-17 12:03:45.548364
301|skitty||||||||||||||||||True|2024-08-17 12:03:45.548364
301|delcatty|||{'name': 'moon-stone', 'url': 'https://pokeapi.co/api/v2/item/81/'}||||||||False||||||False|False|2024-08-17 12:03:45.548364
302|sableye||||||||||||||||||True|2024-08-17 12:03:45.548364
303|mawile||||||||||||||||||True|2024-08-17 12:03:45.548364
304|aron||||||||||||||||||True|2024-08-17 12:03:45.548364
304|lairon||||||||||32|False||||||False|False|2024-08-17 12:03:45.548364
304|aggron||||||||||42|False||||||False|False|2024-08-17 12:03:45.548364
305|aron||||||||||||||||||True|2024-08-17 12:03:45.548364
305|lairon||||||||||32|False||||||False|False|2024-08-17 12:03:45.548364
305|aggron||||||||||42|False||||||False|False|2024-08-17 12:03:45.548364
306|aron||||||||||||||||||True|2024-08-17 12:03:45.548364
306|lairon||||||||||32|False||||||False|False|2024-08-17 12:03:45.548364
306|aggron||||||||||42|False||||||False|False|2024-08-17 12:03:45.548364
307|meditite||||||||||||||||||True|2024-08-17 12:03:45.548364
307|medicham||||||||||37|False||||||False|False|2024-08-17 12:03:45.548364
308|meditite||||||||||||||||||True|2024-08-17 12:03:45.548364
308|medicham||||||||||37|False||||||False|False|2024-08-17 12:03:45.548364
309|electrike||||||||||||||||||True|2024-08-17 12:03:45.548364
309|manectric||||||||||26|False||||||False|False|2024-08-17 12:03:45.548364
310|electrike||||||||||||||||||True|2024-08-17 12:03:45.548364
310|manectric||||||||||26|False||||||False|False|2024-08-17 12:03:45.548364
311|plusle||||||||||||||||||True|2024-08-17 12:03:45.548364
312|minun||||||||||||||||||True|2024-08-17 12:03:45.548364
313|volbeat||||||||||||||||||True|2024-08-17 12:03:45.548364
314|illumise||||||||||||||||||True|2024-08-17 12:03:45.548364
315|budew||||||||||||||||||True|2024-08-17 12:03:45.548364
315|roselia|||||||||160||False||||day||False|False|2024-08-17 12:03:45.548364
315|roserade|||{'name': 'shiny-stone', 'url': 'https://pokeapi.co/api/v2/item/107/'}||||||||False||||||False|False|2024-08-17 12:03:45.548364
316|gulpin||||||||||||||||||True|2024-08-17 12:03:45.548364
316|swalot||||||||||26|False||||||False|False|2024-08-17 12:03:45.548364
317|gulpin||||||||||||||||||True|2024-08-17 12:03:45.548364
317|swalot||||||||||26|False||||||False|False|2024-08-17 12:03:45.548364
318|carvanha||||||||||||||||||True|2024-08-17 12:03:45.548364
318|sharpedo||||||||||30|False||||||False|False|2024-08-17 12:03:45.548364
319|carvanha||||||||||||||||||True|2024-08-17 12:03:45.548364
319|sharpedo||||||||||30|False||||||False|False|2024-08-17 12:03:45.548364
320|wailmer||||||||||||||||||True|2024-08-17 12:03:45.548364
320|wailord||||||||||40|False||||||False|False|2024-08-17 12:03:45.548364
321|wailmer||||||||||||||||||True|2024-08-17 12:03:45.548364
321|wailord||||||||||40|False||||||False|False|2024-08-17 12:03:45.548364
322|numel||||||||||||||||||True|2024-08-17 12:03:45.548364
322|camerupt||||||||||33|False||||||False|False|2024-08-17 12:03:45.548364
323|numel||||||||||||||||||True|2024-08-17 12:03:45.548364
323|camerupt||||||||||33|False||||||False|False|2024-08-17 12:03:45.548364
324|torkoal||||||||||||||||||True|2024-08-17 12:03:45.548364
325|spoink||||||||||||||||||True|2024-08-17 12:03:45.548364
325|grumpig||||||||||32|False||||||False|False|2024-08-17 12:03:45.548364
326|spoink||||||||||||||||||True|2024-08-17 12:03:45.548364
326|grumpig||||||||||32|False||||||False|False|2024-08-17 12:03:45.548364
327|spinda||||||||||||||||||True|2024-08-17 12:03:45.548364
328|trapinch||||||||||||||||||True|2024-08-17 12:03:45.548364
328|vibrava||||||||||35|False||||||False|False|2024-08-17 12:03:45.548364
328|flygon||||||||||45|False||||||False|False|2024-08-17 12:03:45.548364
329|trapinch||||||||||||||||||True|2024-08-17 12:03:45.548364
329|vibrava||||||||||35|False||||||False|False|2024-08-17 12:03:45.548364
329|flygon||||||||||45|False||||||False|False|2024-08-17 12:03:45.548364
330|trapinch||||||||||||||||||True|2024-08-17 12:03:45.548364
330|vibrava||||||||||35|False||||||False|False|2024-08-17 12:03:45.548364
330|flygon||||||||||45|False||||||False|False|2024-08-17 12:03:45.548364
331|cacnea||||||||||||||||||True|2024-08-17 12:03:45.548364
331|cacturne||||||||||32|False||||||False|False|2024-08-17 12:03:45.548364
332|cacnea||||||||||||||||||True|2024-08-17 12:03:45.548364
332|cacturne||||||||||32|False||||||False|False|2024-08-17 12:03:45.548364
333|swablu||||||||||||||||||True|2024-08-17 12:03:45.548364
333|altaria||||||||||35|False||||||False|False|2024-08-17 12:03:45.548364
334|swablu||||||||||||||||||True|2024-08-17 12:03:45.548364
334|altaria||||||||||35|False||||||False|False|2024-08-17 12:03:45.548364
335|zangoose||||||||||||||||||True|2024-08-17 12:03:45.548364
336|seviper||||||||||||||||||True|2024-08-17 12:03:45.548364
337|lunatone||||||||||||||||||True|2024-08-17 12:03:45.548364
338|solrock||||||||||||||||||True|2024-08-17 12:03:45.548364
339|barboach||||||||||||||||||True|2024-08-17 12:03:45.548364
339|whiscash||||||||||30|False||||||False|False|2024-08-17 12:03:45.548364
340|barboach||||||||||||||||||True|2024-08-17 12:03:45.548364
340|whiscash||||||||||30|False||||||False|False|2024-08-17 12:03:45.548364
341|corphish||||||||||||||||||True|2024-08-17 12:03:45.548364
341|crawdaunt||||||||||30|False||||||False|False|2024-08-17 12:03:45.548364
342|corphish||||||||||||||||||True|2024-08-17 12:03:45.548364
342|crawdaunt||||||||||30|False||||||False|False|2024-08-17 12:03:45.548364
343|baltoy||||||||||||||||||True|2024-08-17 12:03:45.548364
343|claydol||||||||||36|False||||||False|False|2024-08-17 12:03:45.548364
344|baltoy||||||||||||||||||True|2024-08-17 12:03:45.548364
344|claydol||||||||||36|False||||||False|False|2024-08-17 12:03:45.548364
345|lileep||||||||||||||||||True|2024-08-17 12:03:45.548364
345|cradily||||||||||40|False||||||False|False|2024-08-17 12:03:45.548364
346|lileep||||||||||||||||||True|2024-08-17 12:03:45.548364
346|cradily||||||||||40|False||||||False|False|2024-08-17 12:03:45.548364
347|anorith||||||||||||||||||True|2024-08-17 12:03:45.548364
347|armaldo||||||||||40|False||||||False|False|2024-08-17 12:03:45.548364
348|anorith||||||||||||||||||True|2024-08-17 12:03:45.548364
348|armaldo||||||||||40|False||||||False|False|2024-08-17 12:03:45.548364
349|feebas||||||||||||||||||True|2024-08-17 12:03:45.548364
349|milotic||||||||171|||False||||||False|False|2024-08-17 12:03:45.548364
350|feebas||||||||||||||||||True|2024-08-17 12:03:45.548364
350|milotic||||||||171|||False||||||False|False|2024-08-17 12:03:45.548364
351|castform||||||||||||||||||True|2024-08-17 12:03:45.548364
352|kecleon||||||||||||||||||True|2024-08-17 12:03:45.548364
353|shuppet||||||||||||||||||True|2024-08-17 12:03:45.548364
353|banette||||||||||37|False||||||False|False|2024-08-17 12:03:45.548364
354|shuppet||||||||||||||||||True|2024-08-17 12:03:45.548364
354|banette||||||||||37|False||||||False|False|2024-08-17 12:03:45.548364
355|duskull||||||||||||||||||True|2024-08-17 12:03:45.548364
355|dusclops||||||||||37|False||||||False|False|2024-08-17 12:03:45.548364
355|dusknoir||{'name': 'reaper-cloth', 'url': 'https://pokeapi.co/api/v2/item/302/'}|||||||||False||||||False|False|2024-08-17 12:03:45.548364
356|duskull||||||||||||||||||True|2024-08-17 12:03:45.548364
356|dusclops||||||||||37|False||||||False|False|2024-08-17 12:03:45.548364
356|dusknoir||{'name': 'reaper-cloth', 'url': 'https://pokeapi.co/api/v2/item/302/'}|||||||||False||||||False|False|2024-08-17 12:03:45.548364
357|tropius||||||||||||||||||True|2024-08-17 12:03:45.548364
358|chingling||||||||||||||||||True|2024-08-17 12:03:45.548364
358|chimecho|||||||||220||False||||night||False|False|2024-08-17 12:03:45.548364
359|absol||||||||||||||||||True|2024-08-17 12:03:45.548364
360|wynaut||||||||||||||||||True|2024-08-17 12:03:45.548364
360|wobbuffet||||||||||15|False||||||False|False|2024-08-17 12:03:45.548364
361|snorunt||||||||||||||||||True|2024-08-17 12:03:45.548364
361|glalie||||||||||42|False||||||False|False|2024-08-17 12:03:45.548364
361|froslass|1||{'name': 'dawn-stone', 'url': 'https://pokeapi.co/api/v2/item/109/'}||||||||False||||||False|False|2024-08-17 12:03:45.548364
362|snorunt||||||||||||||||||True|2024-08-17 12:03:45.548364
362|glalie||||||||||42|False||||||False|False|2024-08-17 12:03:45.548364
362|froslass|1||{'name': 'dawn-stone', 'url': 'https://pokeapi.co/api/v2/item/109/'}||||||||False||||||False|False|2024-08-17 12:03:45.548364
363|spheal||||||||||||||||||True|2024-08-17 12:03:45.548364
363|sealeo||||||||||32|False||||||False|False|2024-08-17 12:03:45.548364
363|walrein||||||||||44|False||||||False|False|2024-08-17 12:03:45.548364
364|spheal||||||||||||||||||True|2024-08-17 12:03:45.548364
364|sealeo||||||||||32|False||||||False|False|2024-08-17 12:03:45.548364
364|walrein||||||||||44|False||||||False|False|2024-08-17 12:03:45.548364
