pkmn_id|ability_id|ability_name|ability_is_hidden|ability_description|extraer_datetime
297|62|guts|False|It's so gutsy that having a status condition boosts the Pokémon's Attack stat.|2024-08-09 10:49:15.048744
297|125|sheer-force|True|Removes any additional effects from the Pokémon's moves, but increases the moves' power.|2024-08-09 10:49:15.048744
298|47|thick-fat|False|The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.|2024-08-09 10:49:15.048744
298|37|huge-power|False|Doubles the Pokémon's Attack stat.|2024-08-09 10:49:15.048744
298|157|sap-sipper|True|The Pokémon takes no damage when hit by Grass-type moves. Instead, its Attack stat is boosted.|2024-08-09 10:49:15.048744
299|5|sturdy|False|The Pokémon cannot be knocked out by a single hit as long as its HP is full. One-hit KO moves will also fail to knock it out.|2024-08-09 10:49:15.048744
299|42|magnet-pull|False|Prevents Steel-type Pokémon from fleeing by pulling them in with magnetism.|2024-08-09 10:49:15.048744
299|159|sand-force|True|Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm. |2024-08-09 10:49:15.048744
300|56|cute-charm|False|The Pokémon may infatuate attackers that make direct contact with it.|2024-08-09 10:49:15.048744
300|96|normalize|False|"All the Pokémon’s moves become Normal type.
The power of those moves is boosted a little."|2024-08-09 10:49:15.048744
300|147|wonder-skin|True|Makes status moves more likely to miss the Pokémon.|2024-08-09 10:49:15.048744
301|56|cute-charm|False|The Pokémon may infatuate attackers that make direct contact with it.|2024-08-09 10:49:15.048744
301|96|normalize|False|"All the Pokémon’s moves become Normal type.
The power of those moves is boosted a little."|2024-08-09 10:49:15.048744
301|147|wonder-skin|True|Makes status moves more likely to miss the Pokémon.|2024-08-09 10:49:15.048744
302|51|keen-eye|False|The Pokémon's keen eyes prevent its accuracy from being lowered.|2024-08-09 10:49:15.048744
302|100|stall|False|The Pokémon is always the last to use its moves. |2024-08-09 10:49:15.048744
302|158|prankster|True|Gives priority to the Pokémon's status moves.|2024-08-09 10:49:15.048744
303|52|hyper-cutter|False|The Pokémon's prized, mighty pincers prevent other Pokémon from lowering its Attack stat.|2024-08-09 10:49:15.048744
303|22|intimidate|False|When the Pokémon enters a battle, it intimidates opposing Pokémon and makes them cower, lowering their Attack stats.|2024-08-09 10:49:15.048744
303|125|sheer-force|True|Removes any additional effects from the Pokémon's moves, but increases the moves' power.|2024-08-09 10:49:15.048744
304|5|sturdy|False|The Pokémon cannot be knocked out by a single hit as long as its HP is full. One-hit KO moves will also fail to knock it out.|2024-08-09 10:49:15.048744
304|69|rock-head|False|Protects the Pokémon from recoil damage.|2024-08-09 10:49:15.048744
304|134|heavy-metal|True|Doubles the Pokémon's weight.|2024-08-09 10:49:15.048744
305|5|sturdy|False|The Pokémon cannot be knocked out by a single hit as long as its HP is full. One-hit KO moves will also fail to knock it out.|2024-08-09 10:49:15.048744
305|69|rock-head|False|Protects the Pokémon from recoil damage.|2024-08-09 10:49:15.048744
305|134|heavy-metal|True|Doubles the Pokémon's weight.|2024-08-09 10:49:15.048744
306|5|sturdy|False|The Pokémon cannot be knocked out by a single hit as long as its HP is full. One-hit KO moves will also fail to knock it out.|2024-08-09 10:49:15.048744
306|69|rock-head|False|Protects the Pokémon from recoil damage.|2024-08-09 10:49:15.048744
306|134|heavy-metal|True|Doubles the Pokémon's weight.|2024-08-09 10:49:15.048744
307|74|pure-power|False|Using its pure power, the Pokémon doubles its Attack stat.|2024-08-09 10:49:15.048744
307|140|telepathy|True|The Pokémon anticipates and dodges the attacks of its allies.|2024-08-09 10:49:15.048744
308|74|pure-power|False|Using its pure power, the Pokémon doubles its Attack stat.|2024-08-09 10:49:15.048744
308|140|telepathy|True|The Pokémon anticipates and dodges the attacks of its allies.|2024-08-09 10:49:15.048744
309|9|static|False|The Pokémon is charged with static electricity and may paralyze attackers that make direct contact with it.|2024-08-09 10:49:15.048744
309|31|lightning-rod|False|The Pokémon draws in all Electric-type moves. Instead of taking damage from them, its Sp. Atk stat is boosted.|2024-08-09 10:49:15.048744
309|58|minus|True|Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.|2024-08-09 10:49:15.048744
310|9|static|False|The Pokémon is charged with static electricity and may paralyze attackers that make direct contact with it.|2024-08-09 10:49:15.048744
310|31|lightning-rod|False|The Pokémon draws in all Electric-type moves. Instead of taking damage from them, its Sp. Atk stat is boosted.|2024-08-09 10:49:15.048744
310|58|minus|True|Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.|2024-08-09 10:49:15.048744
311|57|plus|False|Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.|2024-08-09 10:49:15.048744
311|31|lightning-rod|True|The Pokémon draws in all Electric-type moves. Instead of taking damage from them, its Sp. Atk stat is boosted.|2024-08-09 10:49:15.048744
312|58|minus|False|Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.|2024-08-09 10:49:15.048744
312|10|volt-absorb|True|If hit by an Electric-type move, the Pokémon has its HP restored instead of taking damage.|2024-08-09 10:49:15.048744
313|35|illuminate|False|By illuminating its surroundings, the Pokémon prevents its accuracy from being lowered.|2024-08-09 10:49:15.048744
313|68|swarm|False|Powers up Bug-type moves when the Pokémon's HP is low.|2024-08-09 10:49:15.048744
313|158|prankster|True|Gives priority to the Pokémon's status moves.|2024-08-09 10:49:15.048744
314|12|oblivious|False|The Pokémon is oblivious, keeping it from being infatuated, falling for taunts, or being affected by Intimidate.|2024-08-09 10:49:15.048744
314|110|tinted-lens|False|The Pokémon can use “not very effective” moves to deal regular damage.|2024-08-09 10:49:15.048744
314|158|prankster|True|Gives priority to the Pokémon's status moves.|2024-08-09 10:49:15.048744
315|30|natural-cure|False|The Pokémon's status conditions are cured when it switches out.|2024-08-09 10:49:15.048744
315|38|poison-point|False|Contact with the Pokémon may poison the attacker.|2024-08-09 10:49:15.048744
315|102|leaf-guard|True|Prevents status conditions in harsh sunlight.|2024-08-09 10:49:15.048744
316|64|liquid-ooze|False|The strong stench of the Pokémon's oozed liquid damages attackers that use HP-draining moves.|2024-08-09 10:49:15.048744
316|60|sticky-hold|False|The Pokémon's held items cling to its sticky body and cannot be removed by other Pokémon.|2024-08-09 10:49:15.048744
316|82|gluttony|True|If the Pokémon is holding a Berry to be eaten when its HP is low, it will instead eat the Berry when its HP drops to half or less.|2024-08-09 10:49:15.048744
317|64|liquid-ooze|False|The strong stench of the Pokémon's oozed liquid damages attackers that use HP-draining moves.|2024-08-09 10:49:15.048744
317|60|sticky-hold|False|The Pokémon's held items cling to its sticky body and cannot be removed by other Pokémon.|2024-08-09 10:49:15.048744
317|82|gluttony|True|If the Pokémon is holding a Berry to be eaten when its HP is low, it will instead eat the Berry when its HP drops to half or less.|2024-08-09 10:49:15.048744
318|24|rough-skin|False|The Pokémon's rough skin damages attackers that make direct contact with it.|2024-08-09 10:49:15.048744
318|3|speed-boost|True|The Pokémon's Speed stat is boosted every turn.|2024-08-09 10:49:15.048744
319|24|rough-skin|False|The Pokémon's rough skin damages attackers that make direct contact with it.|2024-08-09 10:49:15.048744
319|3|speed-boost|True|The Pokémon's Speed stat is boosted every turn.|2024-08-09 10:49:15.048744
320|41|water-veil|False|The Pokémon's water veil prevents it from being burned.|2024-08-09 10:49:15.048744
320|12|oblivious|False|The Pokémon is oblivious, keeping it from being infatuated, falling for taunts, or being affected by Intimidate.|2024-08-09 10:49:15.048744
320|46|pressure|True|Puts other Pokémon under pressure, causing them to expend more PP to use their moves.|2024-08-09 10:49:15.048744
321|41|water-veil|False|The Pokémon's water veil prevents it from being burned.|2024-08-09 10:49:15.048744
321|12|oblivious|False|The Pokémon is oblivious, keeping it from being infatuated, falling for taunts, or being affected by Intimidate.|2024-08-09 10:49:15.048744
321|46|pressure|True|Puts other Pokémon under pressure, causing them to expend more PP to use their moves.|2024-08-09 10:49:15.048744
322|12|oblivious|False|The Pokémon is oblivious, keeping it from being infatuated, falling for taunts, or being affected by Intimidate.|2024-08-09 10:49:15.048744
322|86|simple|False|Doubles the effects of the Pokémon's stat changes.|2024-08-09 10:49:15.048744
322|20|own-tempo|True|The Pokémon sticks to its own tempo, preventing it from becoming confused or being affected by Intimidate.|2024-08-09 10:49:15.048744
323|40|magma-armor|False|The Pokémon’s hot magma coating prevents it from being frozen.|2024-08-09 10:49:15.048744
323|116|solid-rock|False|Reduces the power of supereffective attacks that hit the Pokémon.|2024-08-09 10:49:15.048744
323|83|anger-point|True|The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.|2024-08-09 10:49:15.048744
324|73|white-smoke|False|The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats.|2024-08-09 10:49:15.048744
324|70|drought|False|Turns the sunlight harsh when the Pokémon enters a battle.|2024-08-09 10:49:15.048744
324|75|shell-armor|True|A hard shell protects the Pokémon from critical hits.|2024-08-09 10:49:15.048744
325|47|thick-fat|False|The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.|2024-08-09 10:49:15.048744
325|20|own-tempo|False|The Pokémon sticks to its own tempo, preventing it from becoming confused or being affected by Intimidate.|2024-08-09 10:49:15.048744
325|82|gluttony|True|If the Pokémon is holding a Berry to be eaten when its HP is low, it will instead eat the Berry when its HP drops to half or less.|2024-08-09 10:49:15.048744
326|47|thick-fat|False|The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.|2024-08-09 10:49:15.048744
326|20|own-tempo|False|The Pokémon sticks to its own tempo, preventing it from becoming confused or being affected by Intimidate.|2024-08-09 10:49:15.048744
326|82|gluttony|True|If the Pokémon is holding a Berry to be eaten when its HP is low, it will instead eat the Berry when its HP drops to half or less.|2024-08-09 10:49:15.048744
327|20|own-tempo|False|The Pokémon sticks to its own tempo, preventing it from becoming confused or being affected by Intimidate.|2024-08-09 10:49:15.048744
327|77|tangled-feet|False|Boosts the Pokémon's evasiveness if it is confused.|2024-08-09 10:49:15.048744
327|126|contrary|True|Reverses any stat changes affecting the Pokémon so that attempts to boost its stats instead lower them—and attempts to lower its stats will boost them.|2024-08-09 10:49:15.048744
328|52|hyper-cutter|False|The Pokémon's prized, mighty pincers prevent other Pokémon from lowering its Attack stat.|2024-08-09 10:49:15.048744
328|71|arena-trap|False|Prevents opposing Pokémon from fleeing from battle.|2024-08-09 10:49:15.048744
328|125|sheer-force|True|Removes any additional effects from the Pokémon's moves, but increases the moves' power.|2024-08-09 10:49:15.048744
329|26|levitate|False|By floating in the air, the Pokémon receives full immunity to all Ground-type moves.|2024-08-09 10:49:15.048744
330|26|levitate|False|By floating in the air, the Pokémon receives full immunity to all Ground-type moves.|2024-08-09 10:49:15.048744
331|8|sand-veil|False|Boosts the Pokémon's evasiveness in a sandstorm.|2024-08-09 10:49:15.048744
331|11|water-absorb|True|If hit by a Water-type move, the Pokémon has its HP restored instead of taking damage.|2024-08-09 10:49:15.048744
332|8|sand-veil|False|Boosts the Pokémon's evasiveness in a sandstorm.|2024-08-09 10:49:15.048744
332|11|water-absorb|True|If hit by a Water-type move, the Pokémon has its HP restored instead of taking damage.|2024-08-09 10:49:15.048744
333|30|natural-cure|False|The Pokémon's status conditions are cured when it switches out.|2024-08-09 10:49:15.048744
333|13|cloud-nine|True|Eliminates the effects of weather.|2024-08-09 10:49:15.048744
334|30|natural-cure|False|The Pokémon's status conditions are cured when it switches out.|2024-08-09 10:49:15.048744
334|13|cloud-nine|True|Eliminates the effects of weather.|2024-08-09 10:49:15.048744
335|17|immunity|False|The Pokémon's immune system prevents it from being poisoned.|2024-08-09 10:49:15.048744
335|137|toxic-boost|True|Powers up physical moves when the Pokémon is poisoned.|2024-08-09 10:49:15.048744
336|61|shed-skin|False|The Pokémon may cure its own status conditions by shedding its skin.|2024-08-09 10:49:15.048744
336|151|infiltrator|True|The Pokémon's moves are unaffected by the target's barriers, substitutes, and the like.|2024-08-09 10:49:15.048744
337|26|levitate|False|By floating in the air, the Pokémon receives full immunity to all Ground-type moves.|2024-08-09 10:49:15.048744
338|26|levitate|False|By floating in the air, the Pokémon receives full immunity to all Ground-type moves.|2024-08-09 10:49:15.048744
339|12|oblivious|False|The Pokémon is oblivious, keeping it from being infatuated, falling for taunts, or being affected by Intimidate.|2024-08-09 10:49:15.048744
339|107|anticipation|False|The Pokémon can sense an opposing Pokémon's dangerous moves.|2024-08-09 10:49:15.048744
339|93|hydration|True|Cures the Pokémon's status conditions in rain.|2024-08-09 10:49:15.048744
340|12|oblivious|False|The Pokémon is oblivious, keeping it from being infatuated, falling for taunts, or being affected by Intimidate.|2024-08-09 10:49:15.048744
340|107|anticipation|False|The Pokémon can sense an opposing Pokémon's dangerous moves.|2024-08-09 10:49:15.048744
340|93|hydration|True|Cures the Pokémon's status conditions in rain.|2024-08-09 10:49:15.048744
341|52|hyper-cutter|False|The Pokémon's prized, mighty pincers prevent other Pokémon from lowering its Attack stat.|2024-08-09 10:49:15.048744
341|75|shell-armor|False|A hard shell protects the Pokémon from critical hits.|2024-08-09 10:49:15.048744
341|91|adaptability|True|Powers up moves of the same type as the Pokémon.|2024-08-09 10:49:15.048744
342|52|hyper-cutter|False|The Pokémon's prized, mighty pincers prevent other Pokémon from lowering its Attack stat.|2024-08-09 10:49:15.048744
342|75|shell-armor|False|A hard shell protects the Pokémon from critical hits.|2024-08-09 10:49:15.048744
342|91|adaptability|True|Powers up moves of the same type as the Pokémon.|2024-08-09 10:49:15.048744
343|26|levitate|False|By floating in the air, the Pokémon receives full immunity to all Ground-type moves.|2024-08-09 10:49:15.048744
344|26|levitate|False|By floating in the air, the Pokémon receives full immunity to all Ground-type moves.|2024-08-09 10:49:15.048744
345|21|suction-cups|False|The Pokémon uses suction cups to stay in one spot. This protects it from moves and items that would force it to switch out.|2024-08-09 10:49:15.048744
345|114|storm-drain|True|The Pokémon draws in all Water-type moves. Instead of taking damage from them, its Sp. Atk stat is boosted.|2024-08-09 10:49:15.048744
346|21|suction-cups|False|The Pokémon uses suction cups to stay in one spot. This protects it from moves and items that would force it to switch out.|2024-08-09 10:49:15.048744
346|114|storm-drain|True|The Pokémon draws in all Water-type moves. Instead of taking damage from them, its Sp. Atk stat is boosted.|2024-08-09 10:49:15.048744
347|4|battle-armor|False|Hard armor protects the Pokémon from critical hits.|2024-08-09 10:49:15.048744
347|33|swift-swim|True|Boosts the Pokémon's Speed stat in rain.|2024-08-09 10:49:15.048744
348|4|battle-armor|False|Hard armor protects the Pokémon from critical hits.|2024-08-09 10:49:15.048744
348|33|swift-swim|True|Boosts the Pokémon's Speed stat in rain.|2024-08-09 10:49:15.048744
349|33|swift-swim|False|Boosts the Pokémon's Speed stat in rain.|2024-08-09 10:49:15.048744
349|12|oblivious|False|The Pokémon is oblivious, keeping it from being infatuated, falling for taunts, or being affected by Intimidate.|2024-08-09 10:49:15.048744
349|91|adaptability|True|Powers up moves of the same type as the Pokémon.|2024-08-09 10:49:15.048744
350|63|marvel-scale|False|The Pokémon's marvelous scales boost its Defense stat if it has a status condition.|2024-08-09 10:49:15.048744
350|172|competitive|False|Boosts the Pokémon's Sp. Atk stat sharply when its stats are lowered by an opposing Pokémon.|2024-08-09 10:49:15.048744
350|56|cute-charm|True|The Pokémon may infatuate attackers that make direct contact with it.|2024-08-09 10:49:15.048744
351|59|forecast|False|"The Pokémon transforms with the weather to change
its type to Water, Fire, or Ice."|2024-08-09 10:49:15.048744
352|16|color-change|False|"The Pokémon’s type becomes the type of the move
used on it."|2024-08-09 10:49:15.048744
352|168|protean|True|Changes the Pokémon's type to the type of the move it's about to use. This works only once each time the Pokémon enters battle.|2024-08-09 10:49:15.048744
353|15|insomnia|False|The Pokémon's insomnia prevents it from falling asleep.|2024-08-09 10:49:15.048744
353|119|frisk|False|When it enters a battle, the Pokémon can check an opposing Pokémon's held item.|2024-08-09 10:49:15.048744
353|130|cursed-body|True|May disable a move that has dealt damage to the Pokémon.|2024-08-09 10:49:15.048744
354|15|insomnia|False|The Pokémon's insomnia prevents it from falling asleep.|2024-08-09 10:49:15.048744
354|119|frisk|False|When it enters a battle, the Pokémon can check an opposing Pokémon's held item.|2024-08-09 10:49:15.048744
354|130|cursed-body|True|May disable a move that has dealt damage to the Pokémon.|2024-08-09 10:49:15.048744
355|26|levitate|False|By floating in the air, the Pokémon receives full immunity to all Ground-type moves.|2024-08-09 10:49:15.048744
355|119|frisk|True|When it enters a battle, the Pokémon can check an opposing Pokémon's held item.|2024-08-09 10:49:15.048744
356|46|pressure|False|Puts other Pokémon under pressure, causing them to expend more PP to use their moves.|2024-08-09 10:49:15.048744
356|119|frisk|True|When it enters a battle, the Pokémon can check an opposing Pokémon's held item.|2024-08-09 10:49:15.048744
357|34|chlorophyll|False|Boosts the Pokémon's Speed stat in harsh sunlight.|2024-08-09 10:49:15.048744
357|94|solar-power|False|In harsh sunlight, the Pokémon's Sp. Atk stat is boosted, but its HP decreases every turn.|2024-08-09 10:49:15.048744
357|139|harvest|True|May create another Berry after one is used.|2024-08-09 10:49:15.048744
358|26|levitate|False|By floating in the air, the Pokémon receives full immunity to all Ground-type moves.|2024-08-09 10:49:15.048744
359|46|pressure|False|Puts other Pokémon under pressure, causing them to expend more PP to use their moves.|2024-08-09 10:49:15.048744
359|105|super-luck|False|The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.|2024-08-09 10:49:15.048744
359|154|justified|True|When the Pokémon is hit by a Dark-type attack, its Attack stat is boosted by its sense of justice.|2024-08-09 10:49:15.048744
360|23|shadow-tag|False|The Pokémon steps on the opposing Pokémon's shadows to prevent them from fleeing or switching out.|2024-08-09 10:49:15.048744
360|140|telepathy|True|The Pokémon anticipates and dodges the attacks of its allies.|2024-08-09 10:49:15.048744
361|39|inner-focus|False|The Pokémon's intense focus prevents it from flinching or being affected by Intimidate.|2024-08-09 10:49:15.048744
361|115|ice-body|False|The Pokémon gradually regains HP in snow.|2024-08-09 10:49:15.048744
361|141|moody|True|Every turn, one of the Pokémon's stats will be boosted sharply but another stat will be lowered.|2024-08-09 10:49:15.048744
362|39|inner-focus|False|The Pokémon's intense focus prevents it from flinching or being affected by Intimidate.|2024-08-09 10:49:15.048744
362|115|ice-body|False|The Pokémon gradually regains HP in snow.|2024-08-09 10:49:15.048744
362|141|moody|True|Every turn, one of the Pokémon's stats will be boosted sharply but another stat will be lowered.|2024-08-09 10:49:15.048744
363|47|thick-fat|False|The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.|2024-08-09 10:49:15.048744
363|115|ice-body|False|The Pokémon gradually regains HP in snow.|2024-08-09 10:49:15.048744
363|12|oblivious|True|The Pokémon is oblivious, keeping it from being infatuated, falling for taunts, or being affected by Intimidate.|2024-08-09 10:49:15.048744
364|47|thick-fat|False|The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.|2024-08-09 10:49:15.048744
364|115|ice-body|False|The Pokémon gradually regains HP in snow.|2024-08-09 10:49:15.048744
364|12|oblivious|True|The Pokémon is oblivious, keeping it from being infatuated, falling for taunts, or being affected by Intimidate.|2024-08-09 10:49:15.048744
365|47|thick-fat|False|The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.|2024-08-09 10:49:15.048744
365|115|ice-body|False|The Pokémon gradually regains HP in snow.|2024-08-09 10:49:15.048744
365|12|oblivious|True|The Pokémon is oblivious, keeping it from being infatuated, falling for taunts, or being affected by Intimidate.|2024-08-09 10:49:15.048744
366|75|shell-armor|False|A hard shell protects the Pokémon from critical hits.|2024-08-09 10:49:15.048744
366|155|rattled|True|The Pokémon gets scared when hit by a Dark-, Ghost-, or Bug-type attack or if intimidated, which boosts its Speed stat.|2024-08-09 10:49:15.048744
367|33|swift-swim|False|Boosts the Pokémon's Speed stat in rain.|2024-08-09 10:49:15.048744
367|41|water-veil|True|The Pokémon's water veil prevents it from being burned.|2024-08-09 10:49:15.048744
368|33|swift-swim|False|Boosts the Pokémon's Speed stat in rain.|2024-08-09 10:49:15.048744
368|93|hydration|True|Cures the Pokémon's status conditions in rain.|2024-08-09 10:49:15.048744
369|33|swift-swim|False|Boosts the Pokémon's Speed stat in rain.|2024-08-09 10:49:15.048744
369|69|rock-head|False|Protects the Pokémon from recoil damage.|2024-08-09 10:49:15.048744
369|5|sturdy|True|The Pokémon cannot be knocked out by a single hit as long as its HP is full. One-hit KO moves will also fail to knock it out.|2024-08-09 10:49:15.048744
370|33|swift-swim|False|Boosts the Pokémon's Speed stat in rain.|2024-08-09 10:49:15.048744
370|93|hydration|True|Cures the Pokémon's status conditions in rain.|2024-08-09 10:49:15.048744
371|69|rock-head|False|Protects the Pokémon from recoil damage.|2024-08-09 10:49:15.048744
371|125|sheer-force|True|Removes any additional effects from the Pokémon's moves, but increases the moves' power.|2024-08-09 10:49:15.048744
372|69|rock-head|False|Protects the Pokémon from recoil damage.|2024-08-09 10:49:15.048744
372|142|overcoat|True|The Pokémon takes no damage from sandstorms. It is also protected from the effects of powders and spores.|2024-08-09 10:49:15.048744
373|22|intimidate|False|When the Pokémon enters a battle, it intimidates opposing Pokémon and makes them cower, lowering their Attack stats.|2024-08-09 10:49:15.048744
373|153|moxie|True|When the Pokémon knocks out a target, it shows moxie, which boosts its Attack stat.|2024-08-09 10:49:15.048744
374|29|clear-body|False|Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.|2024-08-09 10:49:15.048744
374|135|light-metal|True|Halves the Pokémon's weight.|2024-08-09 10:49:15.048744
375|29|clear-body|False|Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.|2024-08-09 10:49:15.048744
375|135|light-metal|True|Halves the Pokémon's weight.|2024-08-09 10:49:15.048744
376|29|clear-body|False|Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.|2024-08-09 10:49:15.048744
376|135|light-metal|True|Halves the Pokémon's weight.|2024-08-09 10:49:15.048744
377|29|clear-body|False|Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.|2024-08-09 10:49:15.048744
377|5|sturdy|True|The Pokémon cannot be knocked out by a single hit as long as its HP is full. One-hit KO moves will also fail to knock it out.|2024-08-09 10:49:15.048744
378|29|clear-body|False|Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.|2024-08-09 10:49:15.048744
378|115|ice-body|True|The Pokémon gradually regains HP in snow.|2024-08-09 10:49:15.048744
379|29|clear-body|False|Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.|2024-08-09 10:49:15.048744
379|135|light-metal|True|Halves the Pokémon's weight.|2024-08-09 10:49:15.048744
380|26|levitate|False|By floating in the air, the Pokémon receives full immunity to all Ground-type moves.|2024-08-09 10:49:15.048744
381|26|levitate|False|By floating in the air, the Pokémon receives full immunity to all Ground-type moves.|2024-08-09 10:49:15.048744
382|2|drizzle|False|The Pokémon makes it rain when it enters a battle.|2024-08-09 10:49:15.048744
383|70|drought|False|Turns the sunlight harsh when the Pokémon enters a battle.|2024-08-09 10:49:15.048744
384|76|air-lock|False|Eliminates the effects of weather.|2024-08-09 10:49:15.048744
385|32|serene-grace|False|Raises the likelihood of additional effects occurring when the Pokémon uses its moves.|2024-08-09 10:49:15.048744
386|46|pressure|False|Puts other Pokémon under pressure, causing them to expend more PP to use their moves.|2024-08-09 10:49:15.048744
387|65|overgrow|False|Powers up Grass-type moves when the Pokémon's HP is low.|2024-08-09 10:49:15.048744
387|75|shell-armor|True|A hard shell protects the Pokémon from critical hits.|2024-08-09 10:49:15.048744
388|65|overgrow|False|Powers up Grass-type moves when the Pokémon's HP is low.|2024-08-09 10:49:15.048744
388|75|shell-armor|True|A hard shell protects the Pokémon from critical hits.|2024-08-09 10:49:15.048744
389|65|overgrow|False|Powers up Grass-type moves when the Pokémon's HP is low.|2024-08-09 10:49:15.048744
389|75|shell-armor|True|A hard shell protects the Pokémon from critical hits.|2024-08-09 10:49:15.048744
390|66|blaze|False|Powers up Fire-type moves when the Pokémon's HP is low.|2024-08-09 10:49:15.048744
390|89|iron-fist|True|Powers up punching moves.|2024-08-09 10:49:15.048744
391|66|blaze|False|Powers up Fire-type moves when the Pokémon's HP is low.|2024-08-09 10:49:15.048744
391|89|iron-fist|True|Powers up punching moves.|2024-08-09 10:49:15.048744
392|66|blaze|False|Powers up Fire-type moves when the Pokémon's HP is low.|2024-08-09 10:49:15.048744
392|89|iron-fist|True|Powers up punching moves.|2024-08-09 10:49:15.048744
393|67|torrent|False|Powers up Water-type moves when the Pokémon's HP is low.|2024-08-09 10:49:15.048744
393|172|competitive|True|Boosts the Pokémon's Sp. Atk stat sharply when its stats are lowered by an opposing Pokémon.|2024-08-09 10:49:15.048744
394|67|torrent|False|Powers up Water-type moves when the Pokémon's HP is low.|2024-08-09 10:49:15.048744
394|172|competitive|True|Boosts the Pokémon's Sp. Atk stat sharply when its stats are lowered by an opposing Pokémon.|2024-08-09 10:49:15.048744
395|67|torrent|False|Powers up Water-type moves when the Pokémon's HP is low.|2024-08-09 10:49:15.048744
395|172|competitive|True|Boosts the Pokémon's Sp. Atk stat sharply when its stats are lowered by an opposing Pokémon.|2024-08-09 10:49:15.048744
396|51|keen-eye|False|The Pokémon's keen eyes prevent its accuracy from being lowered.|2024-08-09 10:49:15.048744
396|120|reckless|True|Powers up moves that have recoil damage.|2024-08-09 10:49:15.048744
397|22|intimidate|False|When the Pokémon enters a battle, it intimidates opposing Pokémon and makes them cower, lowering their Attack stats.|2024-08-09 10:49:15.048744
397|120|reckless|True|Powers up moves that have recoil damage.|2024-08-09 10:49:15.048744
398|22|intimidate|False|When the Pokémon enters a battle, it intimidates opposing Pokémon and makes them cower, lowering their Attack stats.|2024-08-09 10:49:15.048744
398|120|reckless|True|Powers up moves that have recoil damage.|2024-08-09 10:49:15.048744
399|86|simple|False|Doubles the effects of the Pokémon's stat changes.|2024-08-09 10:49:15.048744
399|109|unaware|False|When attacking, the Pokémon ignores the target's stat changes.|2024-08-09 10:49:15.048744
399|141|moody|True|Every turn, one of the Pokémon's stats will be boosted sharply but another stat will be lowered.|2024-08-09 10:49:15.048744
400|86|simple|False|Doubles the effects of the Pokémon's stat changes.|2024-08-09 10:49:15.048744
400|109|unaware|False|When attacking, the Pokémon ignores the target's stat changes.|2024-08-09 10:49:15.048744
400|141|moody|True|Every turn, one of the Pokémon's stats will be boosted sharply but another stat will be lowered.|2024-08-09 10:49:15.048744
401|61|shed-skin|False|The Pokémon may cure its own status conditions by shedding its skin.|2024-08-09 10:49:15.048744
401|50|run-away|True|Enables a sure getaway from wild Pokémon.|2024-08-09 10:49:15.048744
402|68|swarm|False|Powers up Bug-type moves when the Pokémon's HP is low.|2024-08-09 10:49:15.048744
402|101|technician|True|Powers up weak moves so the Pokémon can deal more damage with them.|2024-08-09 10:49:15.048744
403|79|rivalry|False|The Pokémon's competitive spirit makes it deal more damage to Pokémon of the same gender, but less damage to Pokémon of the opposite gender.|2024-08-09 10:49:15.048744
403|22|intimidate|False|When the Pokémon enters a battle, it intimidates opposing Pokémon and makes them cower, lowering their Attack stats.|2024-08-09 10:49:15.048744
403|62|guts|True|It's so gutsy that having a status condition boosts the Pokémon's Attack stat.|2024-08-09 10:49:15.048744
404|79|rivalry|False|The Pokémon's competitive spirit makes it deal more damage to Pokémon of the same gender, but less damage to Pokémon of the opposite gender.|2024-08-09 10:49:15.048744
404|22|intimidate|False|When the Pokémon enters a battle, it intimidates opposing Pokémon and makes them cower, lowering their Attack stats.|2024-08-09 10:49:15.048744
404|62|guts|True|It's so gutsy that having a status condition boosts the Pokémon's Attack stat.|2024-08-09 10:49:15.048744
405|79|rivalry|False|The Pokémon's competitive spirit makes it deal more damage to Pokémon of the same gender, but less damage to Pokémon of the opposite gender.|2024-08-09 10:49:15.048744
