pkmn_id|pokemon_order|pokemon_name|pokemon_weight|pokemon_height|pokemon_image_path|extraer_datetime
293|396|whismur|163|6|./pokemon-sprites/293-whismur.png|2024-08-17 12:03:45.522369
294|397|loudred|405|10|./pokemon-sprites/294-loudred.png|2024-08-17 12:03:45.522369
295|398|exploud|840|15|./pokemon-sprites/295-exploud.png|2024-08-17 12:03:45.522369
296|399|makuhita|864|10|./pokemon-sprites/296-makuhita.png|2024-08-17 12:03:45.522369
297|400|hariyama|2538|23|./pokemon-sprites/297-hariyama.png|2024-08-17 12:03:45.522369
298|277|azurill|20|2|./pokemon-sprites/298-azurill.png|2024-08-17 12:03:45.522369
299|401|nosepass|970|10|./pokemon-sprites/299-nosepass.png|2024-08-17 12:03:45.522369
300|403|skitty|110|6|./pokemon-sprites/300-skitty.png|2024-08-17 12:03:45.522369
301|404|delcatty|326|11|./pokemon-sprites/301-delcatty.png|2024-08-17 12:03:45.522369
302|405|sableye|110|5|./pokemon-sprites/302-sableye.png|2024-08-17 12:03:45.522369
303|407|mawile|115|6|./pokemon-sprites/303-mawile.png|2024-08-17 12:03:45.522369
304|409|aron|600|4|./pokemon-sprites/304-aron.png|2024-08-17 12:03:45.522369
305|410|lairon|1200|9|./pokemon-sprites/305-lairon.png|2024-08-17 12:03:45.522369
306|411|aggron|3600|21|./pokemon-sprites/306-aggron.png|2024-08-17 12:03:45.522369
307|413|meditite|112|6|./pokemon-sprites/307-meditite.png|2024-08-17 12:03:45.522369
308|414|medicham|315|13|./pokemon-sprites/308-medicham.png|2024-08-17 12:03:45.522369
309|416|electrike|152|6|./pokemon-sprites/309-electrike.png|2024-08-17 12:03:45.522369
310|417|manectric|402|15|./pokemon-sprites/310-manectric.png|2024-08-17 12:03:45.522369
311|419|plusle|42|4|./pokemon-sprites/311-plusle.png|2024-08-17 12:03:45.522369
312|420|minun|42|4|./pokemon-sprites/312-minun.png|2024-08-17 12:03:45.522369
313|421|volbeat|177|7|./pokemon-sprites/313-volbeat.png|2024-08-17 12:03:45.522369
314|422|illumise|177|6|./pokemon-sprites/314-illumise.png|2024-08-17 12:03:45.522369
315|424|roselia|20|3|./pokemon-sprites/315-roselia.png|2024-08-17 12:03:45.522369
316|426|gulpin|103|4|./pokemon-sprites/316-gulpin.png|2024-08-17 12:03:45.522369
317|427|swalot|800|17|./pokemon-sprites/317-swalot.png|2024-08-17 12:03:45.522369
318|428|carvanha|208|8|./pokemon-sprites/318-carvanha.png|2024-08-17 12:03:45.522369
319|429|sharpedo|888|18|./pokemon-sprites/319-sharpedo.png|2024-08-17 12:03:45.522369
320|431|wailmer|1300|20|./pokemon-sprites/320-wailmer.png|2024-08-17 12:03:45.522369
321|432|wailord|3980|145|./pokemon-sprites/321-wailord.png|2024-08-17 12:03:45.522369
322|433|numel|240|7|./pokemon-sprites/322-numel.png|2024-08-17 12:03:45.522369
323|434|camerupt|2200|19|./pokemon-sprites/323-camerupt.png|2024-08-17 12:03:45.522369
324|436|torkoal|804|5|./pokemon-sprites/324-torkoal.png|2024-08-17 12:03:45.522369
325|437|spoink|306|7|./pokemon-sprites/325-spoink.png|2024-08-17 12:03:45.522369
326|438|grumpig|715|9|./pokemon-sprites/326-grumpig.png|2024-08-17 12:03:45.522369
327|439|spinda|50|11|./pokemon-sprites/327-spinda.png|2024-08-17 12:03:45.522369
328|440|trapinch|150|7|./pokemon-sprites/328-trapinch.png|2024-08-17 12:03:45.522369
329|441|vibrava|153|11|./pokemon-sprites/329-vibrava.png|2024-08-17 12:03:45.522369
330|442|flygon|820|20|./pokemon-sprites/330-flygon.png|2024-08-17 12:03:45.522369
331|443|cacnea|513|4|./pokemon-sprites/331-cacnea.png|2024-08-17 12:03:45.522369
332|444|cacturne|774|13|./pokemon-sprites/332-cacturne.png|2024-08-17 12:03:45.522369
333|445|swablu|12|4|./pokemon-sprites/333-swablu.png|2024-08-17 12:03:45.522369
334|446|altaria|206|11|./pokemon-sprites/334-altaria.png|2024-08-17 12:03:45.522369
335|448|zangoose|403|13|./pokemon-sprites/335-zangoose.png|2024-08-17 12:03:45.522369
336|449|seviper|525|27|./pokemon-sprites/336-seviper.png|2024-08-17 12:03:45.522369
337|450|lunatone|1680|10|./pokemon-sprites/337-lunatone.png|2024-08-17 12:03:45.522369
338|451|solrock|1540|12|./pokemon-sprites/338-solrock.png|2024-08-17 12:03:45.522369
339|452|barboach|19|4|./pokemon-sprites/339-barboach.png|2024-08-17 12:03:45.522369
340|453|whiscash|236|9|./pokemon-sprites/340-whiscash.png|2024-08-17 12:03:45.522369
341|454|corphish|115|6|./pokemon-sprites/341-corphish.png|2024-08-17 12:03:45.522369
342|455|crawdaunt|328|11|./pokemon-sprites/342-crawdaunt.png|2024-08-17 12:03:45.522369
343|456|baltoy|215|5|./pokemon-sprites/343-baltoy.png|2024-08-17 12:03:45.522369
344|457|claydol|1080|15|./pokemon-sprites/344-claydol.png|2024-08-17 12:03:45.522369
345|458|lileep|238|10|./pokemon-sprites/345-lileep.png|2024-08-17 12:03:45.522369
346|459|cradily|604|15|./pokemon-sprites/346-cradily.png|2024-08-17 12:03:45.522369
347|460|anorith|125|7|./pokemon-sprites/347-anorith.png|2024-08-17 12:03:45.522369
348|461|armaldo|682|15|./pokemon-sprites/348-armaldo.png|2024-08-17 12:03:45.522369
349|462|feebas|74|6|./pokemon-sprites/349-feebas.png|2024-08-17 12:03:45.522369
350|463|milotic|1620|62|./pokemon-sprites/350-milotic.png|2024-08-17 12:03:45.522369
351|464|castform|8|3|./pokemon-sprites/351-castform.png|2024-08-17 12:03:45.522369
352|468|kecleon|220|10|./pokemon-sprites/352-kecleon.png|2024-08-17 12:03:45.522369
353|469|shuppet|23|6|./pokemon-sprites/353-shuppet.png|2024-08-17 12:03:45.522369
354|470|banette|125|11|./pokemon-sprites/354-banette.png|2024-08-17 12:03:45.522369
355|472|duskull|150|8|./pokemon-sprites/355-duskull.png|2024-08-17 12:03:45.522369
356|473|dusclops|306|16|./pokemon-sprites/356-dusclops.png|2024-08-17 12:03:45.522369
357|475|tropius|1000|20|./pokemon-sprites/357-tropius.png|2024-08-17 12:03:45.522369
358|477|chimecho|10|6|./pokemon-sprites/358-chimecho.png|2024-08-17 12:03:45.522369
359|478|absol|470|12|./pokemon-sprites/359-absol.png|2024-08-17 12:03:45.522369
360|298|wynaut|140|6|./pokemon-sprites/360-wynaut.png|2024-08-17 12:03:45.522369
361|480|snorunt|168|7|./pokemon-sprites/361-snorunt.png|2024-08-17 12:03:45.522369
362|481|glalie|2565|15|./pokemon-sprites/362-glalie.png|2024-08-17 12:03:45.522369
363|484|spheal|395|8|./pokemon-sprites/363-spheal.png|2024-08-17 12:03:45.522369
364|485|sealeo|876|11|./pokemon-sprites/364-sealeo.png|2024-08-17 12:03:45.522369
365|486|walrein|1506|14|./pokemon-sprites/365-walrein.png|2024-08-17 12:03:45.522369
366|487|clamperl|525|4|./pokemon-sprites/366-clamperl.png|2024-08-17 12:03:45.522369
367|488|huntail|270|17|./pokemon-sprites/367-huntail.png|2024-08-17 12:03:45.522369
368|489|gorebyss|226|18|./pokemon-sprites/368-gorebyss.png|2024-08-17 12:03:45.522369
369|490|relicanth|234|10|./pokemon-sprites/369-relicanth.png|2024-08-17 12:03:45.522369
370|491|luvdisc|87|6|./pokemon-sprites/370-luvdisc.png|2024-08-17 12:03:45.522369
371|492|bagon|421|6|./pokemon-sprites/371-bagon.png|2024-08-17 12:03:45.522369
372|493|shelgon|1105|11|./pokemon-sprites/372-shelgon.png|2024-08-17 12:03:45.522369
373|494|salamence|1026|15|./pokemon-sprites/373-salamence.png|2024-08-17 12:03:45.522369
374|496|beldum|952|6|./pokemon-sprites/374-beldum.png|2024-08-17 12:03:45.522369
375|497|metang|2025|12|./pokemon-sprites/375-metang.png|2024-08-17 12:03:45.522369
376|498|metagross|5500|16|./pokemon-sprites/376-metagross.png|2024-08-17 12:03:45.522369
377|500|regirock|2300|17|./pokemon-sprites/377-regirock.png|2024-08-17 12:03:45.522369
378|501|regice|1750|18|./pokemon-sprites/378-regice.png|2024-08-17 12:03:45.522369
379|502|registeel|2050|19|./pokemon-sprites/379-registeel.png|2024-08-17 12:03:45.522369
380|503|latias|400|14|./pokemon-sprites/380-latias.png|2024-08-17 12:03:45.522369
381|505|latios|600|20|./pokemon-sprites/381-latios.png|2024-08-17 12:03:45.522369
382|507|kyogre|3520|45|./pokemon-sprites/382-kyogre.png|2024-08-17 12:03:45.522369
383|509|groudon|9500|35|./pokemon-sprites/383-groudon.png|2024-08-17 12:03:45.522369
384|511|rayquaza|2065|70|./pokemon-sprites/384-rayquaza.png|2024-08-17 12:03:45.522369
385|513|jirachi|11|3|./pokemon-sprites/385-jirachi.png|2024-08-17 12:03:45.522369
386|514|deoxys-normal|608|17|./pokemon-sprites/386-deoxys-normal.png|2024-08-17 12:03:45.522369
387|518|turtwig|102|4|./pokemon-sprites/387-turtwig.png|2024-08-17 12:03:45.522369
388|519|grotle|970|11|./pokemon-sprites/388-grotle.png|2024-08-17 12:03:45.522369
389|520|torterra|3100|22|./pokemon-sprites/389-torterra.png|2024-08-17 12:03:45.522369
390|521|chimchar|62|5|./pokemon-sprites/390-chimchar.png|2024-08-17 12:03:45.522369
391|522|monferno|220|9|./pokemon-sprites/391-monferno.png|2024-08-17 12:03:45.522369
392|523|infernape|550|12|./pokemon-sprites/392-infernape.png|2024-08-17 12:03:45.522369
393|524|piplup|52|4|./pokemon-sprites/393-piplup.png|2024-08-17 12:03:45.522369
394|525|prinplup|230|8|./pokemon-sprites/394-prinplup.png|2024-08-17 12:03:45.522369
395|526|empoleon|845|17|./pokemon-sprites/395-empoleon.png|2024-08-17 12:03:45.522369
396|527|starly|20|3|./pokemon-sprites/396-starly.png|2024-08-17 12:03:45.522369
397|528|staravia|155|6|./pokemon-sprites/397-staravia.png|2024-08-17 12:03:45.522369
398|529|staraptor|249|12|./pokemon-sprites/398-staraptor.png|2024-08-17 12:03:45.522369
399|530|bidoof|200|5|./pokemon-sprites/399-bidoof.png|2024-08-17 12:03:45.522369
400|531|bibarel|315|10|./pokemon-sprites/400-bibarel.png|2024-08-17 12:03:45.522369
401|532|kricketot|22|3|./pokemon-sprites/401-kricketot.png|2024-08-17 12:03:45.522369
402|533|kricketune|255|10|./pokemon-sprites/402-kricketune.png|2024-08-17 12:03:45.522369
403|534|shinx|95|5|./pokemon-sprites/403-shinx.png|2024-08-17 12:03:45.522369
404|535|luxio|305|9|./pokemon-sprites/404-luxio.png|2024-08-17 12:03:45.522369
405|536|luxray|420|14|./pokemon-sprites/405-luxray.png|2024-08-17 12:03:45.522369
406|423|budew|12|2|./pokemon-sprites/406-budew.png|2024-08-17 12:03:45.522369
407|425|roserade|145|9|./pokemon-sprites/407-roserade.png|2024-08-17 12:03:45.522369
408|537|cranidos|315|9|./pokemon-sprites/408-cranidos.png|2024-08-17 12:03:45.522369
409|538|rampardos|1025|16|./pokemon-sprites/409-rampardos.png|2024-08-17 12:03:45.522369
410|539|shieldon|570|5|./pokemon-sprites/410-shieldon.png|2024-08-17 12:03:45.522369
411|540|bastiodon|1495|13|./pokemon-sprites/411-bastiodon.png|2024-08-17 12:03:45.522369
412|541|burmy|34|2|./pokemon-sprites/412-burmy.png|2024-08-17 12:03:45.522369
413|542|wormadam-plant|65|5|./pokemon-sprites/413-wormadam-plant.png|2024-08-17 12:03:45.522369
414|545|mothim|233|9|./pokemon-sprites/414-mothim.png|2024-08-17 12:03:45.522369
415|546|combee|55|3|./pokemon-sprites/415-combee.png|2024-08-17 12:03:45.522369
416|547|vespiquen|385|12|./pokemon-sprites/416-vespiquen.png|2024-08-17 12:03:45.522369
417|548|pachirisu|39|4|./pokemon-sprites/417-pachirisu.png|2024-08-17 12:03:45.522369
418|549|buizel|295|7|./pokemon-sprites/418-buizel.png|2024-08-17 12:03:45.522369
419|550|floatzel|335|11|./pokemon-sprites/419-floatzel.png|2024-08-17 12:03:45.522369
420|551|cherubi|33|4|./pokemon-sprites/420-cherubi.png|2024-08-17 12:03:45.522369
421|552|cherrim|93|5|./pokemon-sprites/421-cherrim.png|2024-08-17 12:03:45.522369
422|553|shellos|63|3|./pokemon-sprites/422-shellos.png|2024-08-17 12:03:45.522369
423|554|gastrodon|299|9|./pokemon-sprites/423-gastrodon.png|2024-08-17 12:03:45.522369
424|286|ambipom|203|12|./pokemon-sprites/424-ambipom.png|2024-08-17 12:03:45.522369
425|555|drifloon|12|4|./pokemon-sprites/425-drifloon.png|2024-08-17 12:03:45.522369
426|556|drifblim|150|12|./pokemon-sprites/426-drifblim.png|2024-08-17 12:03:45.522369
427|557|buneary|55|4|./pokemon-sprites/427-buneary.png|2024-08-17 12:03:45.522369
428|558|lopunny|333|12|./pokemon-sprites/428-lopunny.png|2024-08-17 12:03:45.522369
429|296|mismagius|44|9|./pokemon-sprites/429-mismagius.png|2024-08-17 12:03:45.522369
430|294|honchkrow|273|9|./pokemon-sprites/430-honchkrow.png|2024-08-17 12:03:45.522369
431|560|glameow|39|5|./pokemon-sprites/431-glameow.png|2024-08-17 12:03:45.522369
432|561|purugly|438|10|./pokemon-sprites/432-purugly.png|2024-08-17 12:03:45.522369
433|476|chingling|6|2|./pokemon-sprites/433-chingling.png|2024-08-17 12:03:45.522369
434|562|stunky|192|4|./pokemon-sprites/434-stunky.png|2024-08-17 12:03:45.522369
435|563|skuntank|380|10|./pokemon-sprites/435-skuntank.png|2024-08-17 12:03:45.522369
436|564|bronzor|605|5|./pokemon-sprites/436-bronzor.png|2024-08-17 12:03:45.522369
437|565|bronzong|1870|13|./pokemon-sprites/437-bronzong.png|2024-08-17 12:03:45.522369
438|280|bonsly|150|5|./pokemon-sprites/438-bonsly.png|2024-08-17 12:03:45.522369
439|193|mime-jr|130|6|./pokemon-sprites/439-mime-jr.png|2024-08-17 12:03:45.522369
440|179|happiny|244|6|./pokemon-sprites/440-happiny.png|2024-08-17 12:03:45.522369
441|566|chatot|19|5|./pokemon-sprites/441-chatot.png|2024-08-17 12:03:45.522369
442|567|spiritomb|1080|10|./pokemon-sprites/442-spiritomb.png|2024-08-17 12:03:45.522369
443|568|gible|205|7|./pokemon-sprites/443-gible.png|2024-08-17 12:03:45.522369
444|569|gabite|560|14|./pokemon-sprites/444-gabite.png|2024-08-17 12:03:45.522369
445|570|garchomp|950|19|./pokemon-sprites/445-garchomp.png|2024-08-17 12:03:45.522369
446|234|munchlax|1050|6|./pokemon-sprites/446-munchlax.png|2024-08-17 12:03:45.522369
447|572|riolu|202|7|./pokemon-sprites/447-riolu.png|2024-08-17 12:03:45.522369
448|573|lucario|540|12|./pokemon-sprites/448-lucario.png|2024-08-17 12:03:45.522369
449|575|hippopotas|495|8|./pokemon-sprites/449-hippopotas.png|2024-08-17 12:03:45.522369
450|576|hippowdon|3000|20|./pokemon-sprites/450-hippowdon.png|2024-08-17 12:03:45.522369
451|577|skorupi|120|8|./pokemon-sprites/451-skorupi.png|2024-08-17 12:03:45.522369
452|578|drapion|615|13|./pokemon-sprites/452-drapion.png|2024-08-17 12:03:45.522369
453|579|croagunk|230|7|./pokemon-sprites/453-croagunk.png|2024-08-17 12:03:45.522369
454|580|toxicroak|444|13|./pokemon-sprites/454-toxicroak.png|2024-08-17 12:03:45.522369
455|581|carnivine|270|14|./pokemon-sprites/455-carnivine.png|2024-08-17 12:03:45.522369
456|582|finneon|70|4|./pokemon-sprites/456-finneon.png|2024-08-17 12:03:45.522369
457|583|lumineon|240|12|./pokemon-sprites/457-lumineon.png|2024-08-17 12:03:45.522369
458|326|mantyke|650|10|./pokemon-sprites/458-mantyke.png|2024-08-17 12:03:45.522369
459|584|snover|505|10|./pokemon-sprites/459-snover.png|2024-08-17 12:03:45.522369
460|585|abomasnow|1355|22|./pokemon-sprites/460-abomasnow.png|2024-08-17 12:03:45.522369
461|313|weavile|340|11|./pokemon-sprites/461-weavile.png|2024-08-17 12:03:45.522369
462|134|magnezone|1800|12|./pokemon-sprites/462-magnezone.png|2024-08-17 12:03:45.522369
463|172|lickilicky|1400|17|./pokemon-sprites/463-lickilicky.png|2024-08-17 12:03:45.522369
464|178|rhyperior|2828|24|./pokemon-sprites/464-rhyperior.png|2024-08-17 12:03:45.522369
465|183|tangrowth|1286|20|./pokemon-sprites/465-tangrowth.png|2024-08-17 12:03:45.522369
466|203|electivire|1386|18|./pokemon-sprites/466-electivire.png|2024-08-17 12:03:45.522369
467|206|magmortar|680|16|./pokemon-sprites/467-magmortar.png|2024-08-17 12:03:45.522369
468|270|togekiss|380|15|./pokemon-sprites/468-togekiss.png|2024-08-17 12:03:45.522369
469|290|yanmega|515|19|./pokemon-sprites/469-yanmega.png|2024-08-17 12:03:45.522369
470|222|leafeon|255|10|./pokemon-sprites/470-leafeon.png|2024-08-17 12:03:45.522369
471|223|glaceon|259|8|./pokemon-sprites/471-glaceon.png|2024-08-17 12:03:45.522369
472|305|gliscor|425|20|./pokemon-sprites/472-gliscor.png|2024-08-17 12:03:45.522369
473|320|mamoswine|2910|25|./pokemon-sprites/473-mamoswine.png|2024-08-17 12:03:45.522369
474|227|porygon-z|340|9|./pokemon-sprites/474-porygon-z.png|2024-08-17 12:03:45.522369
475|384|gallade|520|16|./pokemon-sprites/475-gallade.png|2024-08-17 12:03:45.522369
476|402|probopass|3400|14|./pokemon-sprites/476-probopass.png|2024-08-17 12:03:45.522369
477|474|dusknoir|1066|22|./pokemon-sprites/477-dusknoir.png|2024-08-17 12:03:45.522369
478|483|froslass|266|13|./pokemon-sprites/478-froslass.png|2024-08-17 12:03:45.522369
479|587|rotom|3|3|./pokemon-sprites/479-rotom.png|2024-08-17 12:03:45.522369
480|593|uxie|3|3|./pokemon-sprites/480-uxie.png|2024-08-17 12:03:45.522369
481|594|mesprit|3|3|./pokemon-sprites/481-mesprit.png|2024-08-17 12:03:45.522369
482|595|azelf|3|3|./pokemon-sprites/482-azelf.png|2024-08-17 12:03:45.522369
483|596|dialga|6830|54|./pokemon-sprites/483-dialga.png|2024-08-17 12:03:45.522369
484|597|palkia|3360|42|./pokemon-sprites/484-palkia.png|2024-08-17 12:03:45.522369
485|598|heatran|4300|17|./pokemon-sprites/485-heatran.png|2024-08-17 12:03:45.522369
486|599|regigigas|4200|37|./pokemon-sprites/486-regigigas.png|2024-08-17 12:03:45.522369
487|600|giratina-altered|7500|45|./pokemon-sprites/487-giratina-altered.png|2024-08-17 12:03:45.522369
488|602|cresselia|856|15|./pokemon-sprites/488-cresselia.png|2024-08-17 12:03:45.522369
489|603|phione|31|4|./pokemon-sprites/489-phione.png|2024-08-17 12:03:45.522369
490|604|manaphy|14|3|./pokemon-sprites/490-manaphy.png|2024-08-17 12:03:45.522369
491|605|darkrai|505|15|./pokemon-sprites/491-darkrai.png|2024-08-17 12:03:45.522369
492|606|shaymin-land|21|2|./pokemon-sprites/492-shaymin-land.png|2024-08-17 12:03:45.522369
493|608|arceus|3200|32|./pokemon-sprites/493-arceus.png|2024-08-17 12:03:45.522369
494|609|victini|40|4|./pokemon-sprites/494-victini.png|2024-08-17 12:03:45.522369
495|610|snivy|81|6|./pokemon-sprites/495-snivy.png|2024-08-17 12:03:45.522369
496|611|servine|160|8|./pokemon-sprites/496-servine.png|2024-08-17 12:03:45.522369
497|612|serperior|630|33|./pokemon-sprites/497-serperior.png|2024-08-17 12:03:45.522369
498|613|tepig|99|5|./pokemon-sprites/498-tepig.png|2024-08-17 12:03:45.522369
499|614|pignite|555|10|./pokemon-sprites/499-pignite.png|2024-08-17 12:03:45.522369
500|615|emboar|1500|16|./pokemon-sprites/500-emboar.png|2024-08-17 12:03:45.522369
501|616|oshawott|59|5|./pokemon-sprites/501-oshawott.png|2024-08-17 12:03:45.522369
502|617|dewott|245|8|./pokemon-sprites/502-dewott.png|2024-08-17 12:03:45.522369
503|618|samurott|946|15|./pokemon-sprites/503-samurott.png|2024-08-17 12:03:45.522369
504|619|patrat|116|5|./pokemon-sprites/504-patrat.png|2024-08-17 12:03:45.522369
505|620|watchog|270|11|./pokemon-sprites/505-watchog.png|2024-08-17 12:03:45.522369
506|621|lillipup|41|4|./pokemon-sprites/506-lillipup.png|2024-08-17 12:03:45.522369
507|622|herdier|147|9|./pokemon-sprites/507-herdier.png|2024-08-17 12:03:45.522369
508|623|stoutland|610|12|./pokemon-sprites/508-stoutland.png|2024-08-17 12:03:45.522369
509|624|purrloin|101|4|./pokemon-sprites/509-purrloin.png|2024-08-17 12:03:45.522369
510|625|liepard|375|11|./pokemon-sprites/510-liepard.png|2024-08-17 12:03:45.522369
511|626|pansage|105|6|./pokemon-sprites/511-pansage.png|2024-08-17 12:03:45.522369
512|627|simisage|305|11|./pokemon-sprites/512-simisage.png|2024-08-17 12:03:45.522369
513|628|pansear|110|6|./pokemon-sprites/513-pansear.png|2024-08-17 12:03:45.522369
514|629|simisear|280|10|./pokemon-sprites/514-simisear.png|2024-08-17 12:03:45.522369
515|630|panpour|135|6|./pokemon-sprites/515-panpour.png|2024-08-17 12:03:45.522369
516|631|simipour|290|10|./pokemon-sprites/516-simipour.png|2024-08-17 12:03:45.522369
517|632|munna|233|6|./pokemon-sprites/517-munna.png|2024-08-17 12:03:45.522369
518|633|musharna|605|11|./pokemon-sprites/518-musharna.png|2024-08-17 12:03:45.522369
519|634|pidove|21|3|./pokemon-sprites/519-pidove.png|2024-08-17 12:03:45.522369
520|635|tranquill|150|6|./pokemon-sprites/520-tranquill.png|2024-08-17 12:03:45.522369
521|636|unfezant|290|12|./pokemon-sprites/521-unfezant.png|2024-08-17 12:03:45.522369
522|637|blitzle|298|8|./pokemon-sprites/522-blitzle.png|2024-08-17 12:03:45.522369
523|638|zebstrika|795|16|./pokemon-sprites/523-zebstrika.png|2024-08-17 12:03:45.522369
524|639|roggenrola|180|4|./pokemon-sprites/524-roggenrola.png|2024-08-17 12:03:45.522369
525|640|boldore|1020|9|./pokemon-sprites/525-boldore.png|2024-08-17 12:03:45.522369
526|641|gigalith|2600|17|./pokemon-sprites/526-gigalith.png|2024-08-17 12:03:45.522369
527|642|woobat|21|4|./pokemon-sprites/527-woobat.png|2024-08-17 12:03:45.522369
528|643|swoobat|105|9|./pokemon-sprites/528-swoobat.png|2024-08-17 12:03:45.522369
529|644|drilbur|85|3|./pokemon-sprites/529-drilbur.png|2024-08-17 12:03:45.522369
530|645|excadrill|404|7|./pokemon-sprites/530-excadrill.png|2024-08-17 12:03:45.522369
531|646|audino|310|11|./pokemon-sprites/531-audino.png|2024-08-17 12:03:45.522369
532|648|timburr|125|6|./pokemon-sprites/532-timburr.png|2024-08-17 12:03:45.522369
533|649|gurdurr|400|12|./pokemon-sprites/533-gurdurr.png|2024-08-17 12:03:45.522369
534|650|conkeldurr|870|14|./pokemon-sprites/534-conkeldurr.png|2024-08-17 12:03:45.522369
535|651|tympole|45|5|./pokemon-sprites/535-tympole.png|2024-08-17 12:03:45.522369
536|652|palpitoad|170|8|./pokemon-sprites/536-palpitoad.png|2024-08-17 12:03:45.522369
537|653|seismitoad|620|15|./pokemon-sprites/537-seismitoad.png|2024-08-17 12:03:45.522369
538|654|throh|555|13|./pokemon-sprites/538-throh.png|2024-08-17 12:03:45.522369
539|655|sawk|510|14|./pokemon-sprites/539-sawk.png|2024-08-17 12:03:45.522369
540|656|sewaddle|25|3|./pokemon-sprites/540-sewaddle.png|2024-08-17 12:03:45.522369
541|657|swadloon|73|5|./pokemon-sprites/541-swadloon.png|2024-08-17 12:03:45.522369
542|658|leavanny|205|12|./pokemon-sprites/542-leavanny.png|2024-08-17 12:03:45.522369
543|659|venipede|53|4|./pokemon-sprites/543-venipede.png|2024-08-17 12:03:45.522369
544|660|whirlipede|585|12|./pokemon-sprites/544-whirlipede.png|2024-08-17 12:03:45.522369
545|661|scolipede|2005|25|./pokemon-sprites/545-scolipede.png|2024-08-17 12:03:45.522369
546|662|cottonee|6|3|./pokemon-sprites/546-cottonee.png|2024-08-17 12:03:45.522369
547|663|whimsicott|66|7|./pokemon-sprites/547-whimsicott.png|2024-08-17 12:03:45.522369
548|664|petilil|66|5|./pokemon-sprites/548-petilil.png|2024-08-17 12:03:45.522369
549|665|lilligant|163|11|./pokemon-sprites/549-lilligant.png|2024-08-17 12:03:45.522369
550|666|basculin-red-striped|180|10|./pokemon-sprites/550-basculin-red-striped.png|2024-08-17 12:03:45.522369
551|668|sandile|152|7|./pokemon-sprites/551-sandile.png|2024-08-17 12:03:45.522369
552|669|krokorok|334|10|./pokemon-sprites/552-krokorok.png|2024-08-17 12:03:45.522369
553|670|krookodile|963|15|./pokemon-sprites/553-krookodile.png|2024-08-17 12:03:45.522369
554|671|darumaka|375|6|./pokemon-sprites/554-darumaka.png|2024-08-17 12:03:45.522369
555|673|darmanitan-standard|929|13|./pokemon-sprites/555-darmanitan-standard.png|2024-08-17 12:03:45.522369
556|677|maractus|280|10|./pokemon-sprites/556-maractus.png|2024-08-17 12:03:45.522369
557|678|dwebble|145|3|./pokemon-sprites/557-dwebble.png|2024-08-17 12:03:45.522369
558|679|crustle|2000|14|./pokemon-sprites/558-crustle.png|2024-08-17 12:03:45.522369
559|680|scraggy|118|6|./pokemon-sprites/559-scraggy.png|2024-08-17 12:03:45.522369
560|681|scrafty|300|11|./pokemon-sprites/560-scrafty.png|2024-08-17 12:03:45.522369
561|682|sigilyph|140|14|./pokemon-sprites/561-sigilyph.png|2024-08-17 12:03:45.522369
562|683|yamask|15|5|./pokemon-sprites/562-yamask.png|2024-08-17 12:03:45.522369
563|685|cofagrigus|765|17|./pokemon-sprites/563-cofagrigus.png|2024-08-17 12:03:45.522369
564|686|tirtouga|165|7|./pokemon-sprites/564-tirtouga.png|2024-08-17 12:03:45.522369
565|687|carracosta|810|12|./pokemon-sprites/565-carracosta.png|2024-08-17 12:03:45.522369
566|688|archen|95|5|./pokemon-sprites/566-archen.png|2024-08-17 12:03:45.522369
567|689|archeops|320|14|./pokemon-sprites/567-archeops.png|2024-08-17 12:03:45.522369
568|690|trubbish|310|6|./pokemon-sprites/568-trubbish.png|2024-08-17 12:03:45.522369
569|691|garbodor|1073|19|./pokemon-sprites/569-garbodor.png|2024-08-17 12:03:45.522369
570|692|zorua|125|7|./pokemon-sprites/570-zorua.png|2024-08-17 12:03:45.522369
571|693|zoroark|811|16|./pokemon-sprites/571-zoroark.png|2024-08-17 12:03:45.522369
572|694|minccino|58|4|./pokemon-sprites/572-minccino.png|2024-08-17 12:03:45.522369
573|695|cinccino|75|5|./pokemon-sprites/573-cinccino.png|2024-08-17 12:03:45.522369
574|696|gothita|58|4|./pokemon-sprites/574-gothita.png|2024-08-17 12:03:45.522369
575|697|gothorita|180|7|./pokemon-sprites/575-gothorita.png|2024-08-17 12:03:45.522369
576|698|gothitelle|440|15|./pokemon-sprites/576-gothitelle.png|2024-08-17 12:03:45.522369
577|699|solosis|10|3|./pokemon-sprites/577-solosis.png|2024-08-17 12:03:45.522369
578|700|duosion|80|6|./pokemon-sprites/578-duosion.png|2024-08-17 12:03:45.522369
579|701|reuniclus|201|10|./pokemon-sprites/579-reuniclus.png|2024-08-17 12:03:45.522369
580|702|ducklett|55|5|./pokemon-sprites/580-ducklett.png|2024-08-17 12:03:45.522369
581|703|swanna|242|13|./pokemon-sprites/581-swanna.png|2024-08-17 12:03:45.522369
582|704|vanillite|57|4|./pokemon-sprites/582-vanillite.png|2024-08-17 12:03:45.522369
583|705|vanillish|410|11|./pokemon-sprites/583-vanillish.png|2024-08-17 12:03:45.522369
584|706|vanilluxe|575|13|./pokemon-sprites/584-vanilluxe.png|2024-08-17 12:03:45.522369
585|707|deerling|195|6|./pokemon-sprites/585-deerling.png|2024-08-17 12:03:45.522369
