pkmn_id|name|stat|effort|cargar_datetime
286|special-defense|60|0|2024-08-04 13:58:21.647308
286|speed|70|0|2024-08-04 13:58:21.647308
287|hp|60|1|2024-08-04 13:58:21.647308
287|attack|60|0|2024-08-04 13:58:21.647308
287|defense|60|0|2024-08-04 13:58:21.647308
287|special-attack|35|0|2024-08-04 13:58:21.647308
287|special-defense|35|0|2024-08-04 13:58:21.647308
287|speed|30|0|2024-08-04 13:58:21.647308
288|hp|80|0|2024-08-04 13:58:21.647308
288|attack|80|0|2024-08-04 13:58:21.647308
288|defense|80|0|2024-08-04 13:58:21.647308
288|special-attack|55|0|2024-08-04 13:58:21.647308
288|special-defense|55|0|2024-08-04 13:58:21.647308
288|speed|90|2|2024-08-04 13:58:21.647308
289|hp|150|3|2024-08-04 13:58:21.647308
289|attack|160|0|2024-08-04 13:58:21.647308
289|defense|100|0|2024-08-04 13:58:21.647308
289|special-attack|95|0|2024-08-04 13:58:21.647308
289|special-defense|65|0|2024-08-04 13:58:21.647308
289|speed|100|0|2024-08-04 13:58:21.647308
290|hp|31|0|2024-08-04 13:58:21.647308
290|attack|45|0|2024-08-04 13:58:21.647308
290|defense|90|1|2024-08-04 13:58:21.647308
290|special-attack|30|0|2024-08-04 13:58:21.647308
290|special-defense|30|0|2024-08-04 13:58:21.647308
290|speed|40|0|2024-08-04 13:58:21.647308
291|hp|61|0|2024-08-04 13:58:21.647308
291|attack|90|0|2024-08-04 13:58:21.647308
291|defense|45|0|2024-08-04 13:58:21.647308
291|special-attack|50|0|2024-08-04 13:58:21.647308
291|special-defense|50|0|2024-08-04 13:58:21.647308
291|speed|160|2|2024-08-04 13:58:21.647308
292|hp|1|2|2024-08-04 13:58:21.647308
292|attack|90|0|2024-08-04 13:58:21.647308
292|defense|45|0|2024-08-04 13:58:21.647308
292|special-attack|30|0|2024-08-04 13:58:21.647308
292|special-defense|30|0|2024-08-04 13:58:21.647308
292|speed|40|0|2024-08-04 13:58:21.647308
293|hp|64|1|2024-08-04 13:58:21.647308
293|attack|51|0|2024-08-04 13:58:21.647308
293|defense|23|0|2024-08-04 13:58:21.647308
293|special-attack|51|0|2024-08-04 13:58:21.647308
293|special-defense|23|0|2024-08-04 13:58:21.647308
293|speed|28|0|2024-08-04 13:58:21.647308
294|hp|84|2|2024-08-04 13:58:21.647308
294|attack|71|0|2024-08-04 13:58:21.647308
294|defense|43|0|2024-08-04 13:58:21.647308
294|special-attack|71|0|2024-08-04 13:58:21.647308
294|special-defense|43|0|2024-08-04 13:58:21.647308
294|speed|48|0|2024-08-04 13:58:21.647308
295|hp|104|3|2024-08-04 13:58:21.647308
295|attack|91|0|2024-08-04 13:58:21.647308
295|defense|63|0|2024-08-04 13:58:21.647308
295|special-attack|91|0|2024-08-04 13:58:21.647308
295|special-defense|73|0|2024-08-04 13:58:21.647308
295|speed|68|0|2024-08-04 13:58:21.647308
296|hp|72|1|2024-08-04 13:58:21.647308
296|attack|60|0|2024-08-04 13:58:21.647308
296|defense|30|0|2024-08-04 13:58:21.647308
296|special-attack|20|0|2024-08-04 13:58:21.647308
296|special-defense|30|0|2024-08-04 13:58:21.647308
296|speed|25|0|2024-08-04 13:58:21.647308
297|hp|144|2|2024-08-04 13:58:21.647308
297|attack|120|0|2024-08-04 13:58:21.647308
297|defense|60|0|2024-08-04 13:58:21.647308
297|special-attack|40|0|2024-08-04 13:58:21.647308
297|special-defense|60|0|2024-08-04 13:58:21.647308
297|speed|50|0|2024-08-04 13:58:21.647308
298|hp|50|1|2024-08-04 13:58:21.647308
298|attack|20|0|2024-08-04 13:58:21.647308
298|defense|40|0|2024-08-04 13:58:21.647308
298|special-attack|20|0|2024-08-04 13:58:21.647308
298|special-defense|40|0|2024-08-04 13:58:21.647308
298|speed|20|0|2024-08-04 13:58:21.647308
299|hp|30|0|2024-08-04 13:58:21.647308
299|attack|45|0|2024-08-04 13:58:21.647308
299|defense|135|1|2024-08-04 13:58:21.647308
299|special-attack|45|0|2024-08-04 13:58:21.647308
299|special-defense|90|0|2024-08-04 13:58:21.647308
299|speed|30|0|2024-08-04 13:58:21.647308
300|hp|50|0|2024-08-04 13:58:21.647308
300|attack|45|0|2024-08-04 13:58:21.647308
300|defense|45|0|2024-08-04 13:58:21.647308
300|special-attack|35|0|2024-08-04 13:58:21.647308
300|special-defense|35|0|2024-08-04 13:58:21.647308
300|speed|50|1|2024-08-04 13:58:21.647308
301|hp|70|1|2024-08-04 13:58:21.647308
301|attack|65|0|2024-08-04 13:58:21.647308
301|defense|65|0|2024-08-04 13:58:21.647308
301|special-attack|55|0|2024-08-04 13:58:21.647308
301|special-defense|55|0|2024-08-04 13:58:21.647308
301|speed|90|1|2024-08-04 13:58:21.647308
302|hp|50|0|2024-08-04 13:58:21.647308
302|attack|75|1|2024-08-04 13:58:21.647308
302|defense|75|1|2024-08-04 13:58:21.647308
302|special-attack|65|0|2024-08-04 13:58:21.647308
302|special-defense|65|0|2024-08-04 13:58:21.647308
302|speed|50|0|2024-08-04 13:58:21.647308
303|hp|50|0|2024-08-04 13:58:21.647308
303|attack|85|1|2024-08-04 13:58:21.647308
303|defense|85|1|2024-08-04 13:58:21.647308
303|special-attack|55|0|2024-08-04 13:58:21.647308
303|special-defense|55|0|2024-08-04 13:58:21.647308
303|speed|50|0|2024-08-04 13:58:21.647308
304|hp|50|0|2024-08-04 13:58:21.647308
304|attack|70|0|2024-08-04 13:58:21.647308
304|defense|100|1|2024-08-04 13:58:21.647308
304|special-attack|40|0|2024-08-04 13:58:21.647308
304|special-defense|40|0|2024-08-04 13:58:21.647308
304|speed|30|0|2024-08-04 13:58:21.647308
305|hp|60|0|2024-08-04 13:58:21.647308
305|attack|90|0|2024-08-04 13:58:21.647308
305|defense|140|2|2024-08-04 13:58:21.647308
305|special-attack|50|0|2024-08-04 13:58:21.647308
305|special-defense|50|0|2024-08-04 13:58:21.647308
305|speed|40|0|2024-08-04 13:58:21.647308
306|hp|70|0|2024-08-04 13:58:21.647308
306|attack|110|0|2024-08-04 13:58:21.647308
306|defense|180|3|2024-08-04 13:58:21.647308
306|special-attack|60|0|2024-08-04 13:58:21.647308
306|special-defense|60|0|2024-08-04 13:58:21.647308
306|speed|50|0|2024-08-04 13:58:21.647308
307|hp|30|0|2024-08-04 13:58:21.647308
307|attack|40|0|2024-08-04 13:58:21.647308
307|defense|55|0|2024-08-04 13:58:21.647308
307|special-attack|40|0|2024-08-04 13:58:21.647308
307|special-defense|55|0|2024-08-04 13:58:21.647308
307|speed|60|1|2024-08-04 13:58:21.647308
308|hp|60|0|2024-08-04 13:58:21.647308
308|attack|60|0|2024-08-04 13:58:21.647308
308|defense|75|0|2024-08-04 13:58:21.647308
308|special-attack|60|0|2024-08-04 13:58:21.647308
308|special-defense|75|0|2024-08-04 13:58:21.647308
308|speed|80|2|2024-08-04 13:58:21.647308
309|hp|40|0|2024-08-04 13:58:21.647308
309|attack|45|0|2024-08-04 13:58:21.647308
309|defense|40|0|2024-08-04 13:58:21.647308
309|special-attack|65|0|2024-08-04 13:58:21.647308
309|special-defense|40|0|2024-08-04 13:58:21.647308
309|speed|65|1|2024-08-04 13:58:21.647308
310|hp|70|0|2024-08-04 13:58:21.647308
310|attack|75|0|2024-08-04 13:58:21.647308
310|defense|60|0|2024-08-04 13:58:21.647308
310|special-attack|105|0|2024-08-04 13:58:21.647308
310|special-defense|60|0|2024-08-04 13:58:21.647308
310|speed|105|2|2024-08-04 13:58:21.647308
311|hp|60|0|2024-08-04 13:58:21.647308
311|attack|50|0|2024-08-04 13:58:21.647308
311|defense|40|0|2024-08-04 13:58:21.647308
311|special-attack|85|0|2024-08-04 13:58:21.647308
311|special-defense|75|0|2024-08-04 13:58:21.647308
311|speed|95|1|2024-08-04 13:58:21.647308
312|hp|60|0|2024-08-04 13:58:21.647308
312|attack|40|0|2024-08-04 13:58:21.647308
312|defense|50|0|2024-08-04 13:58:21.647308
312|special-attack|75|0|2024-08-04 13:58:21.647308
312|special-defense|85|0|2024-08-04 13:58:21.647308
312|speed|95|1|2024-08-04 13:58:21.647308
313|hp|65|0|2024-08-04 13:58:21.647308
313|attack|73|0|2024-08-04 13:58:21.647308
313|defense|75|0|2024-08-04 13:58:21.647308
313|special-attack|47|0|2024-08-04 13:58:21.647308
313|special-defense|85|0|2024-08-04 13:58:21.647308
313|speed|85|1|2024-08-04 13:58:21.647308
314|hp|65|0|2024-08-04 13:58:21.647308
314|attack|47|0|2024-08-04 13:58:21.647308
314|defense|75|0|2024-08-04 13:58:21.647308
314|special-attack|73|0|2024-08-04 13:58:21.647308
314|special-defense|85|0|2024-08-04 13:58:21.647308
314|speed|85|1|2024-08-04 13:58:21.647308
315|hp|50|0|2024-08-04 13:58:21.647308
315|attack|60|0|2024-08-04 13:58:21.647308
315|defense|45|0|2024-08-04 13:58:21.647308
315|special-attack|100|2|2024-08-04 13:58:21.647308
315|special-defense|80|0|2024-08-04 13:58:21.647308
315|speed|65|0|2024-08-04 13:58:21.647308
316|hp|70|1|2024-08-04 13:58:21.647308
316|attack|43|0|2024-08-04 13:58:21.647308
316|defense|53|0|2024-08-04 13:58:21.647308
316|special-attack|43|0|2024-08-04 13:58:21.647308
316|special-defense|53|0|2024-08-04 13:58:21.647308
316|speed|40|0|2024-08-04 13:58:21.647308
317|hp|100|2|2024-08-04 13:58:21.647308
317|attack|73|0|2024-08-04 13:58:21.647308
317|defense|83|0|2024-08-04 13:58:21.647308
317|special-attack|73|0|2024-08-04 13:58:21.647308
317|special-defense|83|0|2024-08-04 13:58:21.647308
317|speed|55|0|2024-08-04 13:58:21.647308
318|hp|45|0|2024-08-04 13:58:21.647308
318|attack|90|1|2024-08-04 13:58:21.647308
318|defense|20|0|2024-08-04 13:58:21.647308
318|special-attack|65|0|2024-08-04 13:58:21.647308
318|special-defense|20|0|2024-08-04 13:58:21.647308
318|speed|65|0|2024-08-04 13:58:21.647308
319|hp|70|0|2024-08-04 13:58:21.647308
319|attack|120|2|2024-08-04 13:58:21.647308
319|defense|40|0|2024-08-04 13:58:21.647308
319|special-attack|95|0|2024-08-04 13:58:21.647308
319|special-defense|40|0|2024-08-04 13:58:21.647308
319|speed|95|0|2024-08-04 13:58:21.647308
320|hp|130|1|2024-08-04 13:58:21.647308
320|attack|70|0|2024-08-04 13:58:21.647308
320|defense|35|0|2024-08-04 13:58:21.647308
320|special-attack|70|0|2024-08-04 13:58:21.647308
320|special-defense|35|0|2024-08-04 13:58:21.647308
320|speed|60|0|2024-08-04 13:58:21.647308
321|hp|170|2|2024-08-04 13:58:21.647308
321|attack|90|0|2024-08-04 13:58:21.647308
321|defense|45|0|2024-08-04 13:58:21.647308
321|special-attack|90|0|2024-08-04 13:58:21.647308
321|special-defense|45|0|2024-08-04 13:58:21.647308
321|speed|60|0|2024-08-04 13:58:21.647308
322|hp|60|0|2024-08-04 13:58:21.647308
322|attack|60|0|2024-08-04 13:58:21.647308
322|defense|40|0|2024-08-04 13:58:21.647308
322|special-attack|65|1|2024-08-04 13:58:21.647308
322|special-defense|45|0|2024-08-04 13:58:21.647308
322|speed|35|0|2024-08-04 13:58:21.647308
323|hp|70|0|2024-08-04 13:58:21.647308
323|attack|100|1|2024-08-04 13:58:21.647308
323|defense|70|0|2024-08-04 13:58:21.647308
323|special-attack|105|1|2024-08-04 13:58:21.647308
323|special-defense|75|0|2024-08-04 13:58:21.647308
323|speed|40|0|2024-08-04 13:58:21.647308
324|hp|70|0|2024-08-04 13:58:21.647308
324|attack|85|0|2024-08-04 13:58:21.647308
324|defense|140|2|2024-08-04 13:58:21.647308
324|special-attack|85|0|2024-08-04 13:58:21.647308
324|special-defense|70|0|2024-08-04 13:58:21.647308
324|speed|20|0|2024-08-04 13:58:21.647308
325|hp|60|0|2024-08-04 13:58:21.647308
325|attack|25|0|2024-08-04 13:58:21.647308
325|defense|35|0|2024-08-04 13:58:21.647308
325|special-attack|70|0|2024-08-04 13:58:21.647308
325|special-defense|80|1|2024-08-04 13:58:21.647308
325|speed|60|0|2024-08-04 13:58:21.647308
326|hp|80|0|2024-08-04 13:58:21.647308
326|attack|45|0|2024-08-04 13:58:21.647308
326|defense|65|0|2024-08-04 13:58:21.647308
326|special-attack|90|0|2024-08-04 13:58:21.647308
326|special-defense|110|2|2024-08-04 13:58:21.647308
326|speed|80|0|2024-08-04 13:58:21.647308
327|hp|60|0|2024-08-04 13:58:21.647308
327|attack|60|0|2024-08-04 13:58:21.647308
327|defense|60|0|2024-08-04 13:58:21.647308
327|special-attack|60|1|2024-08-04 13:58:21.647308
327|special-defense|60|0|2024-08-04 13:58:21.647308
327|speed|60|0|2024-08-04 13:58:21.647308
328|hp|45|0|2024-08-04 13:58:21.647308
328|attack|100|1|2024-08-04 13:58:21.647308
328|defense|45|0|2024-08-04 13:58:21.647308
328|special-attack|45|0|2024-08-04 13:58:21.647308
328|special-defense|45|0|2024-08-04 13:58:21.647308
328|speed|10|0|2024-08-04 13:58:21.647308
329|hp|50|0|2024-08-04 13:58:21.647308
329|attack|70|1|2024-08-04 13:58:21.647308
329|defense|50|0|2024-08-04 13:58:21.647308
329|special-attack|50|0|2024-08-04 13:58:21.647308
329|special-defense|50|0|2024-08-04 13:58:21.647308
329|speed|70|1|2024-08-04 13:58:21.647308
330|hp|80|0|2024-08-04 13:58:21.647308
330|attack|100|1|2024-08-04 13:58:21.647308
330|defense|80|0|2024-08-04 13:58:21.647308
330|special-attack|80|0|2024-08-04 13:58:21.647308
330|special-defense|80|0|2024-08-04 13:58:21.647308
330|speed|100|2|2024-08-04 13:58:21.647308
331|hp|50|0|2024-08-04 13:58:21.647308
331|attack|85|0|2024-08-04 13:58:21.647308
331|defense|40|0|2024-08-04 13:58:21.647308
331|special-attack|85|1|2024-08-04 13:58:21.647308
331|special-defense|40|0|2024-08-04 13:58:21.647308
331|speed|35|0|2024-08-04 13:58:21.647308
332|hp|70|0|2024-08-04 13:58:21.647308
332|attack|115|1|2024-08-04 13:58:21.647308
332|defense|60|0|2024-08-04 13:58:21.647308
332|special-attack|115|1|2024-08-04 13:58:21.647308
332|special-defense|60|0|2024-08-04 13:58:21.647308
332|speed|55|0|2024-08-04 13:58:21.647308
333|hp|45|0|2024-08-04 13:58:21.647308
333|attack|40|0|2024-08-04 13:58:21.647308
333|defense|60|0|2024-08-04 13:58:21.647308
333|special-attack|40|0|2024-08-04 13:58:21.647308
333|special-defense|75|1|2024-08-04 13:58:21.647308
333|speed|50|0|2024-08-04 13:58:21.647308
334|hp|75|0|2024-08-04 13:58:21.647308
334|attack|70|0|2024-08-04 13:58:21.647308
334|defense|90|0|2024-08-04 13:58:21.647308
334|special-attack|70|0|2024-08-04 13:58:21.647308
334|special-defense|105|2|2024-08-04 13:58:21.647308
334|speed|80|0|2024-08-04 13:58:21.647308
335|hp|73|0|2024-08-04 13:58:21.647308
335|attack|115|2|2024-08-04 13:58:21.647308
335|defense|60|0|2024-08-04 13:58:21.647308
335|special-attack|60|0|2024-08-04 13:58:21.647308
335|special-defense|60|0|2024-08-04 13:58:21.647308
335|speed|90|0|2024-08-04 13:58:21.647308
336|hp|73|0|2024-08-04 13:58:21.647308
336|attack|100|1|2024-08-04 13:58:21.647308
336|defense|60|0|2024-08-04 13:58:21.647308
336|special-attack|100|1|2024-08-04 13:58:21.647308
336|special-defense|60|0|2024-08-04 13:58:21.647308
336|speed|65|0|2024-08-04 13:58:21.647308
337|hp|90|0|2024-08-04 13:58:21.647308
337|attack|55|0|2024-08-04 13:58:21.647308
337|defense|65|0|2024-08-04 13:58:21.647308
337|special-attack|95|2|2024-08-04 13:58:21.647308
337|special-defense|85|0|2024-08-04 13:58:21.647308
337|speed|70|0|2024-08-04 13:58:21.647308
338|hp|90|0|2024-08-04 13:58:21.647308
338|attack|95|2|2024-08-04 13:58:21.647308
338|defense|85|0|2024-08-04 13:58:21.647308
338|special-attack|55|0|2024-08-04 13:58:21.647308
338|special-defense|65|0|2024-08-04 13:58:21.647308
338|speed|70|0|2024-08-04 13:58:21.647308
339|hp|50|1|2024-08-04 13:58:21.647308
339|attack|48|0|2024-08-04 13:58:21.647308
339|defense|43|0|2024-08-04 13:58:21.647308
339|special-attack|46|0|2024-08-04 13:58:21.647308
339|special-defense|41|0|2024-08-04 13:58:21.647308
339|speed|60|0|2024-08-04 13:58:21.647308
340|hp|110|2|2024-08-04 13:58:21.647308
340|attack|78|0|2024-08-04 13:58:21.647308
340|defense|73|0|2024-08-04 13:58:21.647308
340|special-attack|76|0|2024-08-04 13:58:21.647308
340|special-defense|71|0|2024-08-04 13:58:21.647308
340|speed|60|0|2024-08-04 13:58:21.647308
341|hp|43|0|2024-08-04 13:58:21.647308
341|attack|80|1|2024-08-04 13:58:21.647308
341|defense|65|0|2024-08-04 13:58:21.647308
341|special-attack|50|0|2024-08-04 13:58:21.647308
341|special-defense|35|0|2024-08-04 13:58:21.647308
341|speed|35|0|2024-08-04 13:58:21.647308
342|hp|63|0|2024-08-04 13:58:21.647308
342|attack|120|2|2024-08-04 13:58:21.647308
342|defense|85|0|2024-08-04 13:58:21.647308
342|special-attack|90|0|2024-08-04 13:58:21.647308
342|special-defense|55|0|2024-08-04 13:58:21.647308
342|speed|55|0|2024-08-04 13:58:21.647308
343|hp|40|0|2024-08-04 13:58:21.647308
343|attack|40|0|2024-08-04 13:58:21.647308
343|defense|55|0|2024-08-04 13:58:21.647308
343|special-attack|40|0|2024-08-04 13:58:21.647308
343|special-defense|70|1|2024-08-04 13:58:21.647308
343|speed|55|0|2024-08-04 13:58:21.647308
344|hp|60|0|2024-08-04 13:58:21.647308
344|attack|70|0|2024-08-04 13:58:21.647308
344|defense|105|0|2024-08-04 13:58:21.647308
344|special-attack|70|0|2024-08-04 13:58:21.647308
344|special-defense|120|2|2024-08-04 13:58:21.647308
344|speed|75|0|2024-08-04 13:58:21.647308
345|hp|66|0|2024-08-04 13:58:21.647308
345|attack|41|0|2024-08-04 13:58:21.647308
345|defense|77|0|2024-08-04 13:58:21.647308
345|special-attack|61|0|2024-08-04 13:58:21.647308
345|special-defense|87|1|2024-08-04 13:58:21.647308
345|speed|23|0|2024-08-04 13:58:21.647308
346|hp|86|0|2024-08-04 13:58:21.647308
346|attack|81|0|2024-08-04 13:58:21.647308
346|defense|97|0|2024-08-04 13:58:21.647308
346|special-attack|81|0|2024-08-04 13:58:21.647308
346|special-defense|107|2|2024-08-04 13:58:21.647308
346|speed|43|0|2024-08-04 13:58:21.647308
347|hp|45|0|2024-08-04 13:58:21.647308
347|attack|95|1|2024-08-04 13:58:21.647308
347|defense|50|0|2024-08-04 13:58:21.647308
347|special-attack|40|0|2024-08-04 13:58:21.647308
347|special-defense|50|0|2024-08-04 13:58:21.647308
347|speed|75|0|2024-08-04 13:58:21.647308
348|hp|75|0|2024-08-04 13:58:21.647308
348|attack|125|2|2024-08-04 13:58:21.647308
348|defense|100|0|2024-08-04 13:58:21.647308
348|special-attack|70|0|2024-08-04 13:58:21.647308
348|special-defense|80|0|2024-08-04 13:58:21.647308
348|speed|45|0|2024-08-04 13:58:21.647308
349|hp|20|0|2024-08-04 13:58:21.647308
349|attack|15|0|2024-08-04 13:58:21.647308
349|defense|20|0|2024-08-04 13:58:21.647308
349|special-attack|10|0|2024-08-04 13:58:21.647308
349|special-defense|55|0|2024-08-04 13:58:21.647308
349|speed|80|1|2024-08-04 13:58:21.647308
350|hp|95|0|2024-08-04 13:58:21.647308
350|attack|60|0|2024-08-04 13:58:21.647308
350|defense|79|0|2024-08-04 13:58:21.647308
350|special-attack|100|0|2024-08-04 13:58:21.647308
350|special-defense|125|2|2024-08-04 13:58:21.647308
350|speed|81|0|2024-08-04 13:58:21.647308
351|hp|70|1|2024-08-04 13:58:21.647308
351|attack|70|0|2024-08-04 13:58:21.647308
351|defense|70|0|2024-08-04 13:58:21.647308
351|special-attack|70|0|2024-08-04 13:58:21.647308
351|special-defense|70|0|2024-08-04 13:58:21.647308
351|speed|70|0|2024-08-04 13:58:21.647308
352|hp|60|0|2024-08-04 13:58:21.647308
352|attack|90|0|2024-08-04 13:58:21.647308
352|defense|70|0|2024-08-04 13:58:21.647308
352|special-attack|60|0|2024-08-04 13:58:21.647308
352|special-defense|120|1|2024-08-04 13:58:21.647308
352|speed|40|0|2024-08-04 13:58:21.647308
353|hp|44|0|2024-08-04 13:58:21.647308
353|attack|75|1|2024-08-04 13:58:21.647308
353|defense|35|0|2024-08-04 13:58:21.647308
353|special-attack|63|0|2024-08-04 13:58:21.647308
353|special-defense|33|0|2024-08-04 13:58:21.647308
353|speed|45|0|2024-08-04 13:58:21.647308
354|hp|64|0|2024-08-04 13:58:21.647308
354|attack|115|2|2024-08-04 13:58:21.647308
354|defense|65|0|2024-08-04 13:58:21.647308
354|special-attack|83|0|2024-08-04 13:58:21.647308
354|special-defense|63|0|2024-08-04 13:58:21.647308
354|speed|65|0|2024-08-04 13:58:21.647308
355|hp|20|0|2024-08-04 13:58:21.647308
355|attack|40|0|2024-08-04 13:58:21.647308
355|defense|90|0|2024-08-04 13:58:21.647308
355|special-attack|30|0|2024-08-04 13:58:21.647308
355|special-defense|90|1|2024-08-04 13:58:21.647308
355|speed|25|0|2024-08-04 13:58:21.647308
356|hp|40|0|2024-08-04 13:58:21.647308
356|attack|70|0|2024-08-04 13:58:21.647308
356|defense|130|1|2024-08-04 13:58:21.647308
356|special-attack|60|0|2024-08-04 13:58:21.647308
356|special-defense|130|1|2024-08-04 13:58:21.647308
356|speed|25|0|2024-08-04 13:58:21.647308
357|hp|99|2|2024-08-04 13:58:21.647308
357|attack|68|0|2024-08-04 13:58:21.647308
357|defense|83|0|2024-08-04 13:58:21.647308
357|special-attack|72|0|2024-08-04 13:58:21.647308
357|special-defense|87|0|2024-08-04 13:58:21.647308
357|speed|51|0|2024-08-04 13:58:21.647308
358|hp|75|0|2024-08-04 13:58:21.647308
358|attack|50|0|2024-08-04 13:58:21.647308
358|defense|80|0|2024-08-04 13:58:21.647308
358|special-attack|95|1|2024-08-04 13:58:21.647308
358|special-defense|90|1|2024-08-04 13:58:21.647308
358|speed|65|0|2024-08-04 13:58:21.647308
359|hp|65|0|2024-08-04 13:58:21.647308
359|attack|130|2|2024-08-04 13:58:21.647308
359|defense|60|0|2024-08-04 13:58:21.647308
359|special-attack|75|0|2024-08-04 13:58:21.647308
359|special-defense|60|0|2024-08-04 13:58:21.647308
359|speed|75|0|2024-08-04 13:58:21.647308
360|hp|95|1|2024-08-04 13:58:21.647308
360|attack|23|0|2024-08-04 13:58:21.647308
360|defense|48|0|2024-08-04 13:58:21.647308
360|special-attack|23|0|2024-08-04 13:58:21.647308
360|special-defense|48|0|2024-08-04 13:58:21.647308
360|speed|23|0|2024-08-04 13:58:21.647308
361|hp|50|1|2024-08-04 13:58:21.647308
361|attack|50|0|2024-08-04 13:58:21.647308
361|defense|50|0|2024-08-04 13:58:21.647308
361|special-attack|50|0|2024-08-04 13:58:21.647308
361|special-defense|50|0|2024-08-04 13:58:21.647308
361|speed|50|0|2024-08-04 13:58:21.647308
362|hp|80|2|2024-08-04 13:58:21.647308
362|attack|80|0|2024-08-04 13:58:21.647308
362|defense|80|0|2024-08-04 13:58:21.647308
362|special-attack|80|0|2024-08-04 13:58:21.647308
362|special-defense|80|0|2024-08-04 13:58:21.647308
362|speed|80|0|2024-08-04 13:58:21.647308
363|hp|70|1|2024-08-04 13:58:21.647308
363|attack|40|0|2024-08-04 13:58:21.647308
363|defense|50|0|2024-08-04 13:58:21.647308
363|special-attack|55|0|2024-08-04 13:58:21.647308
363|special-defense|50|0|2024-08-04 13:58:21.647308
363|speed|25|0|2024-08-04 13:58:21.647308
364|hp|90|2|2024-08-04 13:58:21.647308
364|attack|60|0|2024-08-04 13:58:21.647308
364|defense|70|0|2024-08-04 13:58:21.647308
364|special-attack|75|0|2024-08-04 13:58:21.647308
364|special-defense|70|0|2024-08-04 13:58:21.647308
364|speed|45|0|2024-08-04 13:58:21.647308
365|hp|110|3|2024-08-04 13:58:21.647308
365|attack|80|0|2024-08-04 13:58:21.647308
365|defense|90|0|2024-08-04 13:58:21.647308
365|special-attack|95|0|2024-08-04 13:58:21.647308
365|special-defense|90|0|2024-08-04 13:58:21.647308
365|speed|65|0|2024-08-04 13:58:21.647308
366|hp|35|0|2024-08-04 13:58:21.647308
366|attack|64|0|2024-08-04 13:58:21.647308
366|defense|85|1|2024-08-04 13:58:21.647308
366|special-attack|74|0|2024-08-04 13:58:21.647308
366|special-defense|55|0|2024-08-04 13:58:21.647308
366|speed|32|0|2024-08-04 13:58:21.647308
367|hp|55|0|2024-08-04 13:58:21.647308
367|attack|104|1|2024-08-04 13:58:21.647308
367|defense|105|1|2024-08-04 13:58:21.647308
367|special-attack|94|0|2024-08-04 13:58:21.647308
367|special-defense|75|0|2024-08-04 13:58:21.647308
367|speed|52|0|2024-08-04 13:58:21.647308
368|hp|55|0|2024-08-04 13:58:21.647308
368|attack|84|0|2024-08-04 13:58:21.647308
368|defense|105|0|2024-08-04 13:58:21.647308
368|special-attack|114|2|2024-08-04 13:58:21.647308
368|special-defense|75|0|2024-08-04 13:58:21.647308
368|speed|52|0|2024-08-04 13:58:21.647308
369|hp|100|1|2024-08-04 13:58:21.647308
369|attack|90|0|2024-08-04 13:58:21.647308
369|defense|130|1|2024-08-04 13:58:21.647308
369|special-attack|45|0|2024-08-04 13:58:21.647308
369|special-defense|65|0|2024-08-04 13:58:21.647308
369|speed|55|0|2024-08-04 13:58:21.647308
370|hp|43|0|2024-08-04 13:58:21.647308
370|attack|30|0|2024-08-04 13:58:21.647308
370|defense|55|0|2024-08-04 13:58:21.647308
370|special-attack|40|0|2024-08-04 13:58:21.647308
370|special-defense|65|0|2024-08-04 13:58:21.647308
370|speed|97|1|2024-08-04 13:58:21.647308
371|hp|45|0|2024-08-04 13:58:21.647308
371|attack|75|1|2024-08-04 13:58:21.647308
371|defense|60|0|2024-08-04 13:58:21.647308
371|special-attack|40|0|2024-08-04 13:58:21.647308
371|special-defense|30|0|2024-08-04 13:58:21.647308
371|speed|50|0|2024-08-04 13:58:21.647308
372|hp|65|0|2024-08-04 13:58:21.647308
372|attack|95|0|2024-08-04 13:58:21.647308
372|defense|100|2|2024-08-04 13:58:21.647308
372|special-attack|60|0|2024-08-04 13:58:21.647308
372|special-defense|50|0|2024-08-04 13:58:21.647308
372|speed|50|0|2024-08-04 13:58:21.647308
373|hp|95|0|2024-08-04 13:58:21.647308
373|attack|135|3|2024-08-04 13:58:21.647308
373|defense|80|0|2024-08-04 13:58:21.647308
373|special-attack|110|0|2024-08-04 13:58:21.647308
373|special-defense|80|0|2024-08-04 13:58:21.647308
373|speed|100|0|2024-08-04 13:58:21.647308
374|hp|40|0|2024-08-04 13:58:21.647308
374|attack|55|0|2024-08-04 13:58:21.647308
374|defense|80|1|2024-08-04 13:58:21.647308
374|special-attack|35|0|2024-08-04 13:58:21.647308
374|special-defense|60|0|2024-08-04 13:58:21.647308
374|speed|30|0|2024-08-04 13:58:21.647308
375|hp|60|0|2024-08-04 13:58:21.647308
375|attack|75|0|2024-08-04 13:58:21.647308
375|defense|100|2|2024-08-04 13:58:21.647308
375|special-attack|55|0|2024-08-04 13:58:21.647308
375|special-defense|80|0|2024-08-04 13:58:21.647308
375|speed|50|0|2024-08-04 13:58:21.647308
376|hp|80|0|2024-08-04 13:58:21.647308
376|attack|135|0|2024-08-04 13:58:21.647308
376|defense|130|3|2024-08-04 13:58:21.647308
376|special-attack|95|0|2024-08-04 13:58:21.647308
376|special-defense|90|0|2024-08-04 13:58:21.647308
376|speed|70|0|2024-08-04 13:58:21.647308
377|hp|80|0|2024-08-04 13:58:21.647308
377|attack|100|0|2024-08-04 13:58:21.647308
